lat lon
343.1752 78.4309
343.2034 78.4004
343.1996 78.3905
343.2187 78.3818
343.2407 78.3513
343.2338 78.3393
343.2546 78.3284
343.2692 78.2982
343.2578 78.2838
343.2788 78.2705
343.2850 78.2406
343.2671 78.2239
343.2865 78.2079
343.2831 78.1784
343.2566 78.1595
343.2719 78.1407
343.2579 78.1117
343.2206 78.0908
343.2289 78.0694
343.2033 78.0408
343.1532 78.0186
343.1515 77.9948
343.1133 77.9668
343.0549 77.9459
343.0428 77.9226
342.9923 77.8951
342.9394 77.8795
342.9234 77.8612
342.8631 77.8342
342.8488 77.8305
342.9288 77.8089
342.9426 77.8019
342.9704 77.7973
343.0523 77.7737
343.0665 77.7658
343.0966 77.7604
343.1724 77.7368
343.1862 77.7282
343.2171 77.7222
343.2872 77.6985
343.3001 77.6894
343.3312 77.6829
343.3960 77.6589
343.4075 77.6495
343.4382 77.6425
343.4978 77.6182
343.5077 77.6086
343.5372 77.6013
343.5922 77.5765
343.6002 77.5669
343.6280 77.5594
343.6785 77.5340
343.6847 77.5246
343.7103 77.5171
343.7567 77.4911
343.7611 77.4820
343.7843 77.4747
343.8269 77.4478
343.8296 77.4392
343.8502 77.4322
343.8894 77.4044
343.8906 77.3964
343.9086 77.3898
343.9447 77.3609
343.9448 77.3537
343.9604 77.3476
343.9936 77.3176
343.9929 77.3107
344.0068 77.3048
344.0372 77.2736
344.0356 77.2664
344.0495 77.2601
344.0763 77.2280
344.0735 77.2201
344.0877 77.2131
344.1101 77.1806
344.1058 77.1717
344.1204 77.1638
344.1377 77.1311
344.1313 77.1211
344.1461 77.1120
344.1576 77.0794
344.1483 77.0680
344.1631 77.0573
344.1680 77.0252
344.1545 77.0120
344.1689 76.9992
344.1663 76.9680
344.1469 76.9525
344.1596 76.9372
344.1490 76.9072
344.1210 76.8890
344.1301 76.8704
344.1107 76.8419
344.0702 76.8205
344.0722 76.7980
344.0433 76.7712
343.9850 76.7465
343.9744 76.7192
343.9354 76.6946
343.8522 76.6667
343.8209 76.6343
343.7713 76.6122
343.6560 76.5823
343.5938 76.5456
343.5328 76.5261
343.3812 76.4970
343.2793 76.4583
343.2064 76.4419
343.0290 76.4184
342.8928 76.3830
342.8078 76.3698
342.6352 76.3558
342.4923 76.3290
342.3962 76.3188
342.2422 76.3126
342.1892 76.3052
342.2245 76.2888
342.2459 76.2646
342.3072 76.2453
342.3483 76.2204
342.3586 76.1984
342.4065 76.1800
342.4383 76.1543
342.4404 76.1352
342.4764 76.1187
342.5003 76.0921
342.4971 76.0762
342.5233 76.0620
342.5405 76.0348
342.5347 76.0221
342.5532 76.0106
342.5649 75.9827
342.5587 75.9731
342.5713 75.9643
342.5788 75.9358
342.5735 75.9293
342.5815 75.9231
342.5861 75.8941
342.5827 75.8903
342.5871 75.8867
342.5900 75.8572
342.5889 75.8561
342.5902 75.8550
342.5924 75.8265
342.5945 75.8059
342.6499 75.8042
342.7589 75.7931
342.8363 75.7782
342.9324 75.7729
343.0366 75.7592
343.1271 75.7378
343.2449 75.7273
343.3425 75.7102
343.4309 75.6833
343.5543 75.6671
343.6436 75.6461
343.7084 75.6193
343.8103 75.6015
343.8905 75.5771
343.9347 75.5522
344.0156 75.5344
344.0859 75.5073
344.1158 75.4839
344.1816 75.4661
344.2415 75.4371
344.2609 75.4144
344.3162 75.3963
344.3648 75.3661
344.3759 75.3432
344.4236 75.3242
344.4605 75.2935
344.4636 75.2694
344.5053 75.2485
344.5298 75.2180
344.5236 75.1915
344.5596 75.1674
344.5710 75.1378
344.5518 75.1075
344.5800 75.0785
344.5777 75.0505
344.5381 75.0147
344.5519 74.9786
344.5354 74.9529
344.4623 74.9104
344.4476 74.8651
344.4165 74.8425
344.2929 74.7950
344.2273 74.7412
344.1813 74.7221
344.0130 74.6807
343.8945 74.6292
343.8345 74.6138
343.6513 74.5861
343.5060 74.5458
343.4333 74.5338
343.2622 74.5196
343.1166 74.4916
343.0323 74.4828
342.8867 74.4781
342.8130 74.4680
342.8084 74.4598
342.8303 74.4407
342.8339 74.4099
342.8171 74.3902
342.8328 74.3711
342.8276 74.3402
342.8050 74.3207
342.8152 74.3011
342.8011 74.2706
342.7717 74.2506
342.7760 74.2298
342.7532 74.2003
342.7149 74.1793
342.7120 74.1565
342.6808 74.1285
342.6305 74.1060
342.6177 74.0805
342.5780 74.0545
342.5112 74.0303
342.4840 74.0015
342.4361 73.9780
342.3469 73.9523
342.2984 73.9198
342.2423 73.8993
342.1299 73.8746
342.0561 73.8408
341.9921 73.8235
341.8791 73.8055
341.9220 73.7755
341.9343 73.7450
341.9175 73.7133
341.9454 73.6831
341.9441 73.6520
341.9164 73.6237
341.9304 73.5955
341.9165 73.5641
341.8810 73.5391
341.8841 73.5127
341.8586 73.4816
341.8174 73.4592
341.8118 73.4346
341.7757 73.4041
341.7296 73.3839
341.7167 73.3606
341.6710 73.3310
341.6202 73.3126
341.6005 73.2902
341.5462 73.2620
341.4902 73.2450
341.4636 73.2231
341.4015 73.1966
341.3391 73.1807
341.3049 73.1590
341.2360 73.1346
341.1657 73.1197
341.1222 73.0979
341.0475 73.0760
340.9670 73.0620
340.9120 73.0401
340.8323 73.0210
340.7404 73.0086
340.6720 72.9868
340.5881 72.9709
340.4954 72.9619
340.4220 72.9430
340.3345 72.9301
340.2515 72.9248
340.1825 72.9102
340.0921 72.8998
340.0223 72.8973
339.9621 72.8865
339.9314 72.8838
339.9611 72.8683
339.9815 72.8444
339.9802 72.8183
340.0147 72.7949
340.0273 72.7692
340.0191 72.7482
340.0415 72.7287
340.0473 72.7014
340.0362 72.6848
340.0506 72.6690
340.0504 72.6401
340.0389 72.6273
340.0480 72.6146
340.0427 72.5845
340.0322 72.5747
340.0379 72.5648
340.0282 72.5335
340.0193 72.5262
340.0229 72.5187
340.0098 72.4864
340.0029 72.4812
340.0050 72.4757
339.9892 72.4426
339.9844 72.4392
339.9857 72.4356
339.9680 72.4019
339.9654 72.4001
339.9661 72.3982
339.9473 72.3639
339.9469 72.3637
339.9470 72.3634
339.9287 72.3299
339.9111 72.2968
339.8933 72.2627
339.8909 72.2611
339.8915 72.2593
339.8730 72.2253
339.8672 72.2213
339.8683 72.2171
339.8487 72.1842
339.8386 72.1775
339.8398 72.1704
339.8182 72.1389
339.8022 72.1292
339.8027 72.1185
339.7782 72.0890
339.7538 72.0754
339.7515 72.0602
339.7234 72.0331
339.6860 72.0148
339.6771 71.9938
339.6447 71.9695
339.5868 71.9457
339.5637 71.9172
339.5263 71.8961
339.4366 71.8667
339.3860 71.8299
339.3427 71.8125
339.2819 71.7979
339.2869 71.7955
339.3343 71.7734
339.3348 71.7730
339.3360 71.7726
339.3852 71.7495
339.3869 71.7480
339.3908 71.7469
339.4402 71.7233
339.4430 71.7207
339.4494 71.7188
339.4987 71.6947
339.5024 71.6910
339.5112 71.6884
339.5600 71.6636
339.5643 71.6590
339.5752 71.6557
339.6233 71.6301
339.6281 71.6246
339.6408 71.6205
339.6877 71.5941
339.6928 71.5877
339.7069 71.5829
339.7524 71.5556
339.7575 71.5484
339.7727 71.5429
339.8165 71.5146
339.8211 71.5070
339.8363 71.5013
339.8781 71.4719
339.8817 71.4647
339.8956 71.4590
339.9354 71.4287
339.9383 71.4218
339.9511 71.4163
339.9887 71.3851
339.9909 71.3784
340.0027 71.3730
340.0381 71.3412
340.0397 71.3347
340.0507 71.3293
340.0838 71.2968
340.0848 71.2904
340.0952 71.2851
340.1259 71.2521
340.1264 71.2457
340.1363 71.2404
340.1644 71.2069
340.1645 71.2006
340.1739 71.1952
340.1995 71.1614
340.1990 71.1550
340.2080 71.1495
340.2309 71.1155
340.2300 71.1091
340.2387 71.1034
340.2589 71.0693
340.2574 71.0627
340.2657 71.0568
340.2831 71.0227
340.2811 71.0159
340.2891 71.0097
340.3036 70.9758
340.3009 70.9687
340.3087 70.9622
340.3201 70.9284
340.3167 70.9211
340.3243 70.9142
340.3326 70.8807
340.3284 70.8730
340.3356 70.8657
340.3408 70.8326
340.3355 70.8245
340.3425 70.8167
340.3443 70.7841
340.3379 70.7754
340.3444 70.7670
340.3429 70.7350
340.3351 70.7258
340.3411 70.7167
340.3362 70.6854
340.3266 70.6755
340.3319 70.6656
340.3234 70.6351
340.3118 70.6245
340.3161 70.6136
340.3041 70.5841
340.2900 70.5727
340.2929 70.5608
340.2772 70.5322
340.2601 70.5200
340.2613 70.5068
340.2418 70.4794
340.2210 70.4663
340.2198 70.4518
340.1965 70.4256
340.1713 70.4116
340.1670 70.3957
340.1398 70.3707
340.1093 70.3559
340.1010 70.3385
340.0698 70.3149
340.0331 70.2995
340.0195 70.2805
339.9843 70.2585
339.9405 70.2426
339.9206 70.2222
339.8813 70.2018
339.8296 70.1858
339.8020 70.1643
339.7585 70.1456
339.6987 70.1302
339.6624 70.1081
339.6146 70.0911
339.5468 70.0769
339.5012 70.0548
339.4967 70.0535
339.4963 70.0501
339.4766 70.0276
339.4835 70.0083
339.4370 69.9707
339.4306 69.9172
339.4167 69.9020
339.3507 69.8656
339.3253 69.8243
339.3000 69.8071
339.2464 69.7862
339.2215 69.7599
339.1858 69.7409
339.1447 69.7279
339.1237 69.7102
339.0786 69.6896
339.0468 69.6809
339.0296 69.6683
338.9760 69.6463
338.9510 69.6401
338.9368 69.6307
338.8758 69.6075
338.8556 69.6030
338.8438 69.5957
338.7763 69.5716
338.7597 69.5681
338.7497 69.5623
338.6768 69.5374
338.6628 69.5346
338.6543 69.5298
338.5769 69.5044
338.5650 69.5021
338.5575 69.4982
338.4767 69.4724
338.4663 69.4705
338.4598 69.4672
338.3764 69.4414
338.3674 69.4398
338.3616 69.4368
338.2767 69.4112
338.2687 69.4098
338.2636 69.4072
338.1781 69.3819
338.1710 69.3807
338.1664 69.3785
338.0814 69.3537
338.0751 69.3527
338.0709 69.3507
337.9873 69.3267
337.9817 69.3258
337.9779 69.3240
337.8967 69.3010
337.8917 69.3002
337.8883 69.2986
337.8103 69.2768
337.8058 69.2761
337.8028 69.2747
337.7279 69.2539
337.7241 69.2533
337.7216 69.2522
337.6495 69.2324
337.6465 69.2319
337.6446 69.2310
337.5752 69.2120
337.5732 69.2117
337.5718 69.2111
337.5050 69.1929
337.5039 69.1927
337.5033 69.1924
337.4388 69.1749
337.3777 69.1581
337.3205 69.1424
337.2672 69.1275
337.2175 69.1135
337.1713 69.1002
337.1281 69.0874
337.0876 69.0752
337.0491 69.0632
337.0123 69.0514
336.9763 69.0394
336.9394 69.0267
336.9006 69.0129
336.8596 68.9979
336.8168 68.9819
336.7723 68.9649
336.7260 68.9469
336.6782 68.9280
336.6289 68.9083
336.5782 68.8879
336.5259 68.8667
336.4728 68.8452
336.4721 68.8450
336.4718 68.8447
336.4184 68.8230
336.4169 68.8227
336.4161 68.8221
336.3625 68.8004
336.3602 68.7998
336.3589 68.7989
336.3052 68.7772
336.3021 68.7765
336.3003 68.7753
336.2463 68.7537
336.2424 68.7527
336.2402 68.7512
336.1860 68.7297
336.1812 68.7286
336.1785 68.7268
336.1240 68.7054
336.1183 68.7041
336.1151 68.7020
336.0603 68.6809
336.0538 68.6794
336.0500 68.6769
335.9949 68.6561
335.9875 68.6545
335.9833 68.6518
335.9278 68.6312
335.9202 68.6295
335.9157 68.6268
335.8599 68.6065
335.8521 68.6049
335.8475 68.6021
335.7912 68.5822
335.7834 68.5805
335.7786 68.5777
335.7220 68.5581
335.7139 68.5565
335.7090 68.5536
335.6520 68.5343
335.6438 68.5327
335.6388 68.5299
335.5813 68.5109
335.5730 68.5093
335.5678 68.5064
335.5099 68.4877
335.5015 68.4861
335.4961 68.4833
335.4378 68.4649
335.4293 68.4633
335.4238 68.4605
335.3649 68.4423
335.3563 68.4408
335.3507 68.4380
335.2914 68.4201
335.2826 68.4186
335.2769 68.4158
335.2171 68.3982
335.2082 68.3968
335.2024 68.3940
335.1420 68.3767
335.1331 68.3753
335.1271 68.3725
335.0662 68.3554
335.0573 68.3541
335.0511 68.3513
334.9897 68.3345
334.9807 68.3332
334.9744 68.3304
334.9124 68.3140
334.9033 68.3127
334.8970 68.3099
334.8344 68.2937
334.8252 68.2925
334.8188 68.2898
334.7556 68.2738
334.7462 68.2726
334.7396 68.2698
334.6757 68.2542
334.6657 68.2529
334.6586 68.2500
334.5941 68.2347
334.5835 68.2334
334.5758 68.2304
334.5107 68.2154
334.4994 68.2141
334.4911 68.2109
334.4254 68.1963
334.4134 68.1950
334.4045 68.1917
334.3382 68.1775
334.3255 68.1762
334.3159 68.1728
334.2490 68.1590
334.2356 68.1577
334.2253 68.1542
334.1578 68.1409
334.1436 68.1397
334.1327 68.1361
334.0646 68.1233
334.0497 68.1221
334.0380 68.1184
333.9693 68.1061
333.9536 68.1049
333.9411 68.1012
333.8718 68.0894
333.8553 68.0884
333.8421 68.0846
333.7721 68.0734
333.7549 68.0725
333.7408 68.0686
333.6702 68.0581
333.6522 68.0572
333.6373 68.0533
333.5661 68.0435
333.5473 68.0428
333.5315 68.0389
333.4597 68.0297
333.4404 68.0292
333.4240 68.0253
333.3516 68.0169
333.3341 68.0166
333.3191 68.0132
333.2462 68.0054
333.2318 68.0053
333.2193 68.0026
333.1459 67.9953
333.1347 67.9953
333.1248 67.9933
333.0511 67.9864
333.0429 67.9864
333.0357 67.9850
332.9619 67.9784
332.9567 67.9784
332.9522 67.9775
332.8783 67.9711
332.8762 67.9711
332.8744 67.9707
332.8015 67.9644
332.7326 67.9584
332.6698 67.9527
332.6133 67.9474
332.5632 67.9423
332.5195 67.9375
332.4824 67.9330
332.4501 67.9288
332.4186 67.9242
332.3850 67.9188
332.3488 67.9126
332.3101 67.9055
332.2689 67.8975
332.2251 67.8886
332.1787 67.8787
332.1298 67.8679
332.0784 67.8561
332.0245 67.8435
331.9681 67.8300
331.9092 67.8157
331.8478 67.8007
331.7844 67.7850
331.7838 67.7849
331.7833 67.7847
331.7191 67.7689
331.7168 67.7686
331.7153 67.7679
331.6508 67.7521
331.6468 67.7516
331.6439 67.7504
331.5792 67.7346
331.5733 67.7339
331.5691 67.7322
331.5042 67.7167
331.4964 67.7157
331.4907 67.7135
331.4255 67.6982
331.4158 67.6971
331.4087 67.6943
331.3432 67.6795
331.3314 67.6782
331.3227 67.6749
331.2569 67.6605
331.2431 67.6591
331.2326 67.6553
331.1665 67.6415
331.1505 67.6400
331.1382 67.6358
331.0717 67.6226
331.0534 67.6210
331.0391 67.6163
330.9722 67.6039
330.9515 67.6023
330.9351 67.5973
330.8678 67.5857
330.8446 67.5842
330.8259 67.5788
330.7581 67.5681
330.7324 67.5668
330.7111 67.5611
330.6428 67.5515
330.6145 67.5504
330.5906 67.5446
330.5218 67.5360
330.4909 67.5353
330.4641 67.5294
330.3948 67.5221
330.3615 67.5219
330.3319 67.5160
330.2620 67.5100
330.2285 67.5104
330.1980 67.5050
330.1275 67.5003
330.0965 67.5012
330.0675 67.4967
329.9965 67.4932
329.9681 67.4945
329.9411 67.4908
329.8694 67.4884
329.8439 67.4900
329.8191 67.4870
329.7468 67.4855
329.7240 67.4873
329.7017 67.4849
329.6287 67.4843
329.6088 67.4861
329.5889 67.4842
329.5153 67.4844
329.4980 67.4862
329.4806 67.4847
329.4064 67.4856
329.3918 67.4873
329.3768 67.4861
329.3020 67.4877
329.2899 67.4892
329.2774 67.4883
329.2020 67.4903
329.1923 67.4916
329.1822 67.4909
329.1062 67.4934
329.0988 67.4944
329.0911 67.4939
329.0145 67.4967
329.0093 67.4975
329.0039 67.4971
328.9267 67.5001
328.9237 67.5006
328.9205 67.5004
328.8513 67.5032
328.8440 67.4954
328.8228 67.4717
328.8007 67.4459
328.7777 67.4184
328.7539 67.3892
328.7291 67.3586
328.7289 67.3584
328.7289 67.3583
328.7037 67.3271
328.7024 67.3263
328.7023 67.3254
328.6769 67.2942
328.6746 67.2928
328.6744 67.2912
328.6485 67.2601
328.6452 67.2581
328.6449 67.2557
328.6185 67.2248
328.6140 67.2222
328.6134 67.2191
328.5863 67.1885
328.5806 67.1851
328.5797 67.1812
328.5517 67.1510
328.5446 67.1470
328.5434 67.1423
328.5142 67.1126
328.5057 67.1079
328.5038 67.1023
328.4735 67.0731
328.4632 67.0678
328.4607 67.0612
328.4289 67.0327
328.4166 67.0267
328.4131 67.0191
328.3798 66.9914
328.3654 66.9847
328.3607 66.9762
328.3257 66.9494
328.3103 66.9426
328.3047 66.9340
328.2679 66.9080
328.2527 66.9017
328.2466 66.8935
328.2083 66.8683
328.1933 66.8625
328.1870 66.8547
328.1471 66.8303
328.1327 66.8250
328.1262 66.8178
328.0850 66.7940
328.0712 66.7893
328.0647 66.7826
328.0222 66.7595
328.0093 66.7553
328.0029 66.7492
327.9594 66.7266
327.9474 66.7229
327.9413 66.7174
327.8968 66.6953
327.8859 66.6921
327.8802 66.6872
327.8348 66.6655
327.8252 66.6628
327.8200 66.6586
327.7738 66.6373
327.7655 66.6350
327.7609 66.6314
327.7141 66.6104
327.7071 66.6085
327.7033 66.6056
327.6560 66.5848
327.6504 66.5834
327.6473 66.5810
327.5996 66.5605
327.5955 66.5595
327.5932 66.5578
327.5452 66.5373
327.5426 66.5367
327.5411 66.5356
327.4929 66.5153
327.4919 66.5150
327.4913 66.5145
327.4434 66.4944
327.3971 66.4748
327.3534 66.4561
327.3122 66.4382
327.2737 66.4211
327.2378 66.4049
327.2046 66.3893
327.1732 66.3741
327.1419 66.3583
327.1092 66.3412
327.0748 66.3227
327.0389 66.3030
327.0014 66.2820
326.9623 66.2598
326.9216 66.2366
326.9215 66.2365
326.9215 66.2365
326.8800 66.2128
326.8786 66.2123
326.8780 66.2116
326.8365 66.1880
326.8339 66.1870
326.8326 66.1857
326.7910 66.1622
326.7870 66.1609
326.7852 66.1589
326.7433 66.1356
326.7380 66.1338
326.7354 66.1313
326.6932 66.1082
326.6864 66.1060
326.6832 66.1028
326.6404 66.0800
326.6322 66.0774
326.6281 66.0736
326.5848 66.0512
326.5750 66.0482
326.5700 66.0437
326.5260 66.0218
326.5146 66.0184
326.5085 66.0132
326.4636 65.9918
326.4505 65.9881
326.4432 65.9823
326.3975 65.9615
326.3825 65.9574
326.3739 65.9510
326.3271 65.9308
326.3101 65.9265
326.3001 65.9195
326.2521 65.9000
326.2331 65.8955
326.2214 65.8879
326.1722 65.8692
326.1511 65.8645
326.1375 65.8565
326.0870 65.8386
326.0636 65.8339
326.0481 65.8254
325.9961 65.8084
325.9707 65.8038
325.9532 65.7949
325.8996 65.7789
325.8746 65.7749
325.8568 65.7666
325.8016 65.7515
325.7792 65.7483
325.7629 65.7413
325.7063 65.7269
325.6869 65.7245
325.6724 65.7186
325.6146 65.7049
325.5981 65.7031
325.5857 65.6983
325.5268 65.6852
325.5135 65.6838
325.5032 65.6800
325.4434 65.6673
325.4332 65.6664
325.4252 65.6636
325.3646 65.6512
325.3575 65.6506
325.3519 65.6486
325.2907 65.6364
325.2866 65.6361
325.2834 65.6350
325.2218 65.6229
325.2208 65.6228
325.2199 65.6225
325.1598 65.6108
325.1039 65.5997
325.0532 65.5894
325.0078 65.5799
324.9677 65.5711
324.9328 65.5630
324.9029 65.5556
324.8779 65.5490
324.8573 65.5431
324.8407 65.5380
324.8275 65.5334
324.8142 65.5284
324.7963 65.5211
324.7723 65.5105
324.7429 65.4967
324.7089 65.4799
324.6705 65.4604
324.6281 65.4383
324.5825 65.4143
324.5813 65.4139
324.5806 65.4133
324.5340 65.3889
324.5296 65.3875
324.5274 65.3854
324.4810 65.3614
324.4733 65.3591
324.4692 65.3554
324.4228 65.3322
324.4114 65.3287
324.4052 65.3235
324.3586 65.3011
324.3430 65.2966
324.3342 65.2897
324.2873 65.2684
324.2668 65.2629
324.2546 65.2541
324.2073 65.2342
324.1810 65.2277
324.1645 65.2170
324.1165 65.1987
324.0835 65.1914
324.0615 65.1788
324.0127 65.1622
323.9719 65.1545
323.9428 65.1402
323.8930 65.1256
323.8433 65.1179
323.8057 65.1022
323.7547 65.0898
323.6955 65.0830
323.6478 65.0667
323.5955 65.0567
323.5271 65.0518
323.4686 65.0360
323.4148 65.0286
323.3390 65.0268
323.2705 65.0130
323.2148 65.0084
323.1392 65.0105
323.0673 65.0003
323.0098 64.9987
322.9455 65.0039
322.8817 64.9979
322.8224 64.9988
322.7708 65.0054
322.7174 65.0024
322.6565 65.0056
322.6164 65.0124
322.5733 65.0113
322.5109 65.0164
322.4805 65.0226
322.4470 65.0225
322.3831 65.0292
322.3610 65.0344
322.3358 65.0347
322.2707 65.0428
322.2555 65.0466
322.2377 65.0471
322.1716 65.0561
322.1622 65.0586
322.1511 65.0590
322.0841 65.0687
322.0800 65.0698
322.0751 65.0700
322.0082 65.0799
321.9470 65.0888
321.8962 65.0960
321.8564 65.1012
321.8289 65.1044
321.8196 65.1053
321.8122 65.1048
321.8005 65.1037
321.7850 65.1019
321.7656 65.0993
321.7425 65.0957
321.7159 65.0912
321.6860 65.0857
321.6531 65.0790
321.6175 65.0713
321.5799 65.0627
321.5419 65.0535
321.5053 65.0441
321.4702 65.0347
321.4369 65.0252
321.4055 65.0157
321.3760 65.0062
321.3487 64.9969
321.3236 64.9878
321.3008 64.9789
321.2803 64.9704
321.2621 64.9623
321.2461 64.9546
321.2324 64.9475
321.2209 64.9409
321.2113 64.9350
321.2035 64.9297
321.1974 64.9250
321.1926 64.9209
321.1889 64.9173
321.1862 64.9141
321.1840 64.9113
321.1824 64.9085
321.1811 64.9057
321.1800 64.9026
321.1793 64.8989
321.1789 64.8938
321.1793 64.8853
321.1813 64.8725
321.1854 64.8556
321.1918 64.8352
321.2006 64.8115
321.2117 64.7851
321.2247 64.7560
321.2393 64.7246
321.2550 64.6915
321.2549 64.6909
321.2556 64.6903
321.2711 64.6569
321.2708 64.6549
321.2729 64.6530
321.2876 64.6202
321.2869 64.6165
321.2905 64.6133
321.3037 64.5811
321.3026 64.5757
321.3077 64.5709
321.3190 64.5395
321.3171 64.5321
321.3235 64.5254
321.3324 64.4949
321.3294 64.4853
321.3370 64.4764
321.3430 64.4470
321.3381 64.4348
321.3465 64.4232
321.3491 64.3949
321.3412 64.3797
321.3497 64.3648
321.3485 64.3379
321.3361 64.3192
321.3434 64.3004
