lon lat total
0.0000 90.0000 -2.0944
0.0000 89.0000 -1.9164
0.0000 88.0000 -0.2667
0.0000 87.0000 2.1329
0.0000 86.0000 4.0194
0.0000 85.0000 4.4392
0.0000 84.0000 3.3716
0.0000 83.0000 1.6403
0.0000 82.0000 0.2172
0.0000 81.0000 -0.4860
0.0000 80.0000 -0.7628
0.0000 79.0000 -1.1353
0.0000 78.0000 -1.7491
0.0000 77.0000 -2.2139
0.0000 76.0000 -2.0224
0.0000 75.0000 -1.1236
0.0000 74.0000 -0.0805
0.0000 73.0000 0.3663
0.0000 72.0000 -0.0616
0.0000 71.0000 -0.9280
0.0000 70.0000 -1.4606
0.0000 69.0000 -1.2220
0.0000 68.0000 -0.4679
0.0000 67.0000 0.1219
0.0000 66.0000 0.0772
0.0000 65.0000 -0.4512
0.0000 64.0000 -0.8681
0.0000 63.0000 -0.7092
0.0000 62.0000 -0.0682
0.0000 61.0000 0.5157
0.0000 60.0000 0.5808
0.0000 59.0000 0.1685
0.0000 58.0000 -0.2455
0.0000 57.0000 -0.2314
0.0000 56.0000 0.1770
0.0000 55.0000 0.5270
0.0000 54.0000 0.4037
0.0000 53.0000 -0.1496
0.0000 52.0000 -0.6538
0.0000 51.0000 -0.6398
0.0000 50.0000 -0.0936
0.0000 49.0000 0.5209
0.0000 48.0000 0.6804
0.0000 47.0000 0.2717
0.0000 46.0000 -0.3221
0.0000 45.0000 -0.5832
0.0000 44.0000 -0.3230
0.0000 43.0000 0.1768
0.0000 42.0000 0.4537
0.0000 41.0000 0.2931
0.0000 40.0000 -0.1041
0.0000 39.0000 -0.3473
0.0000 38.0000 -0.2339
0.0000 37.0000 0.0831
0.0000 36.0000 0.2771
0.0000 35.0000 0.1755
0.0000 34.0000 -0.0895
0.0000 33.0000 -0.2377
0.0000 32.0000 -0.1296
0.0000 31.0000 0.1062
0.0000 30.0000 0.2194
0.0000 29.0000 0.0980
0.0000 28.0000 -0.1241
0.0000 27.0000 -0.2135
0.0000 26.0000 -0.0788
0.0000 25.0000 0.1387
0.0000 24.0000 0.2139
0.0000 23.0000 0.0687
0.0000 22.0000 -0.1489
0.0000 21.0000 -0.2170
0.0000 20.0000 -0.0649
0.0000 19.0000 0.1547
0.0000 18.0000 0.2205
0.0000 17.0000 0.0651
0.0000 16.0000 -0.1568
0.0000 15.0000 -0.2235
0.0000 14.0000 -0.0677
0.0000 13.0000 0.1560
0.0000 12.0000 0.2254
0.0000 11.0000 0.0716
0.0000 10.0000 -0.1529
0.0000 9.0000 -0.2260
0.0000 8.0000 -0.0760
0.0000 7.0000 0.1482
0.0000 6.0000 0.2255
0.0000 5.0000 0.0806
0.0000 4.0000 -0.1425
0.0000 3.0000 -0.2239
0.0000 2.0000 -0.0850
0.0000 1.0000 0.1359
0.0000 0.0000 0.2215
0.0000 -1.0000 0.0892
0.0000 -2.0000 -0.1289
0.0000 -3.0000 -0.2183
0.0000 -4.0000 -0.0930
0.0000 -5.0000 0.1216
0.0000 -6.0000 0.2145
0.0000 -7.0000 0.0965
0.0000 -8.0000 -0.1141
0.0000 -9.0000 -0.2103
0.0000 -10.0000 -0.0997
0.0000 -11.0000 0.1065
0.0000 -12.0000 0.2056
0.0000 -13.0000 0.1026
0.0000 -14.0000 -0.0987
0.0000 -15.0000 -0.2006
0.0000 -16.0000 -0.1053
0.0000 -17.0000 0.0909
0.0000 -18.0000 0.1952
0.0000 -19.0000 0.1077
0.0000 -20.0000 -0.0830
0.0000 -21.0000 -0.1895
0.0000 -22.0000 -0.1099
0.0000 -23.0000 0.0750
0.0000 -24.0000 0.1836
0.0000 -25.0000 0.1119
0.0000 -26.0000 -0.0668
0.0000 -27.0000 -0.1772
0.0000 -28.0000 -0.1138
0.0000 -29.0000 0.0584
0.0000 -30.0000 0.1705
0.0000 -31.0000 0.1155
0.0000 -32.0000 -0.0497
0.0000 -33.0000 -0.1632
0.0000 -34.0000 -0.1169
0.0000 -35.0000 0.0407
0.0000 -36.0000 0.1554
0.0000 -37.0000 0.1181
0.0000 -38.0000 -0.0314
0.0000 -39.0000 -0.1469
0.0000 -40.0000 -0.1189
