lon lat total
0.0000 90.0000 -3.5000
0.0000 89.0000 -4.2943
0.0000 88.0000 -1.0215
0.0000 87.0000 5.1228
0.0000 86.0000 10.7228
0.0000 85.0000 12.7125
0.0000 84.0000 10.7733
0.0000 83.0000 7.6256
0.0000 82.0000 6.9590
0.0000 81.0000 10.5892
0.0000 80.0000 16.9907
0.0000 79.0000 22.2282
0.0000 78.0000 22.5075
0.0000 77.0000 16.4946
0.0000 76.0000 5.9424
0.0000 75.0000 -5.4907
0.0000 74.0000 -14.1760
0.0000 73.0000 -17.9694
0.0000 72.0000 -16.6298
0.0000 71.0000 -11.4459
0.0000 70.0000 -4.5889
0.0000 69.0000 1.5412
0.0000 68.0000 5.0023
0.0000 67.0000 5.0117
0.0000 66.0000 2.3427
0.0000 65.0000 -1.0014
0.0000 64.0000 -2.8811
0.0000 63.0000 -2.3051
0.0000 62.0000 -0.0218
0.0000 61.0000 2.0767
0.0000 60.0000 2.3674
0.0000 59.0000 0.6969
0.0000 58.0000 -1.5454
0.0000 57.0000 -2.5448
0.0000 56.0000 -1.4969
0.0000 55.0000 0.7655
0.0000 54.0000 2.4463
0.0000 53.0000 2.2188
0.0000 52.0000 0.2747
0.0000 51.0000 -1.8438
0.0000 50.0000 -2.4823
0.0000 49.0000 -1.1839
0.0000 48.0000 0.9735
0.0000 47.0000 2.2694
0.0000 46.0000 1.7240
0.0000 45.0000 -0.1448
0.0000 44.0000 -1.7871
0.0000 43.0000 -1.9038
0.0000 42.0000 -0.4846
0.0000 41.0000 1.2357
0.0000 40.0000 1.8378
0.0000 39.0000 0.8919
0.0000 38.0000 -0.7310
0.0000 37.0000 -1.6413
0.0000 36.0000 -1.1168
0.0000 35.0000 0.3185
0.0000 34.0000 1.3949
0.0000 33.0000 1.2125
0.0000 32.0000 -0.0031
0.0000 31.0000 -1.1453
0.0000 30.0000 -1.2248
0.0000 29.0000 -0.2272
0.0000 28.0000 0.9159
0.0000 27.0000 1.1875
0.0000 26.0000 0.3894
0.0000 25.0000 -0.7155
0.0000 24.0000 -1.1235
0.0000 23.0000 -0.4999
0.0000 22.0000 0.5457
0.0000 21.0000 1.0473
0.0000 20.0000 0.5723
0.0000 19.0000 -0.4044
0.0000 18.0000 -0.9676
0.0000 17.0000 -0.6171
0.0000 16.0000 0.2879
0.0000 15.0000 0.8896
0.0000 14.0000 0.6423
0.0000 13.0000 -0.1925
0.0000 12.0000 -0.8159
0.0000 11.0000 -0.6538
0.0000 10.0000 0.1145
0.0000 9.0000 0.7478
0.0000 8.0000 0.6558
0.0000 7.0000 -0.0508
0.0000 6.0000 -0.6858
0.0000 5.0000 -0.6515
0.0000 4.0000 -0.0014
0.0000 3.0000 0.6297
0.0000 2.0000 0.6431
0.0000 1.0000 0.0442
0.0000 0.0000 -0.5792
0.0000 -1.0000 -0.6320
0.0000 -2.0000 -0.0795
0.0000 -3.0000 0.5338
0.0000 -4.0000 0.6194
0.0000 -5.0000 0.1089
0.0000 -6.0000 -0.4930
0.0000 -7.0000 -0.6060
0.0000 -8.0000 -0.1334
0.0000 -9.0000 0.4563
0.0000 -10.0000 0.5925
0.0000 -11.0000 0.1541
0.0000 -12.0000 -0.4232
0.0000 -13.0000 -0.5791
0.0000 -14.0000 -0.1719
0.0000 -15.0000 0.3931
0.0000 -16.0000 0.5660
0.0000 -17.0000 0.1873
0.0000 -18.0000 -0.3656
0.0000 -19.0000 -0.5535
0.0000 -20.0000 -0.2009
0.0000 -21.0000 0.3404
0.0000 -22.0000 0.5417
0.0000 -23.0000 0.2132
0.0000 -24.0000 -0.3171
0.0000 -25.0000 -0.5305
0.0000 -26.0000 -0.2245
0.0000 -27.0000 0.2952
0.0000 -28.0000 0.5199
0.0000 -29.0000 0.2352
0.0000 -30.0000 -0.2746
0.0000 -31.0000 -0.5100
0.0000 -32.0000 -0.2455
0.0000 -33.0000 0.2549
0.0000 -34.0000 0.5007
0.0000 -35.0000 0.2557
0.0000 -36.0000 -0.2357
0.0000 -37.0000 -0.4920
0.0000 -38.0000 -0.2660
0.0000 -39.0000 0.2169
0.0000 -40.0000 0.4836
0.0000 -41.0000 0.2765
0.0000 -42.0000 -0.1981
0.0000 -43.0000 -0.4756
0.0000 -44.0000 -0.2875
0.0000 -45.0000 0.1790
0.0000 -46.0000 0.4678
0.0000 -47.0000 0.2992
0.0000 -48.0000 -0.1593
0.0000 -49.0000 -0.4599
0.0000 -50.0000 -0.3116
0.0000 -51.0000 0.1386
0.0000 -52.0000 0.4519
0.0000 -53.0000 0.3250
0.0000 -54.0000 -0.1165
0.0000 -55.0000 -0.4433
0.0000 -56.0000 -0.3395
0.0000 -57.0000 0.0925
0.0000 -58.0000 0.4337
0.0000 -59.0000 0.3552
0.0000 -60.0000 -0.0659
0.0000 -61.0000 -0.4227
0.0000 -62.0000 -0.3722
0.0000 -63.0000 0.0358
0.0000 -64.0000 0.4093
0.0000 -65.0000 0.3907
0.0000 -66.0000 -0.0013
0.0000 -67.0000 -0.3922
0.0000 -68.0000 -0.4102
0.0000 -69.0000 -0.0392
0.0000 -70.0000 0.3692
0.0000 -71.0000 0.4301
0.0000 -72.0000 0.0874
0.0000 -73.0000 -0.3369
0.0000 -74.0000 -0.4479
0.0000 -75.0000 -0.1450
0.0000 -76.0000 0.2895
0.0000 -77.0000 0.4576
0.0000 -78.0000 0.2115
0.0000 -79.0000 -0.2193
0.0000 -80.0000 -0.4467
0.0000 -81.0000 -0.2779
0.0000 -82.0000 0.1219
0.0000 -83.0000 0.3941
0.0000 -84.0000 0.3147
0.0000 -85.0000 -0.0181
0.0000 -86.0000 -0.2930
0.0000 -87.0000 -0.2748
0.0000 -88.0000 -0.0065
0.0000 -89.0000 0.2468
0.0000 -90.0000 0.2416
1.0000 90.0000 -3.5000
1.0000 89.0000 -4.3285
1.0000 88.0000 -1.1984
1.0000 87.0000 4.7701
1.0000 86.0000 10.3659
1.0000 85.0000 12.7149
1.0000 84.0000 11.4856
1.0000 83.0000 9.0977
1.0000 82.0000 8.7602
1.0000 81.0000 11.8788
1.0000 80.0000 16.8244
1.0000 79.0000 19.9496
1.0000 78.0000 18.0366
1.0000 77.0000 10.4019
1.0000 76.0000 -0.6948
1.0000 75.0000 -11.3805
1.0000 74.0000 -18.1706
1.0000 73.0000 -19.4057
1.0000 72.0000 -15.5592
1.0000 71.0000 -8.6483
1.0000 70.0000 -1.3101
1.0000 69.0000 4.0697
1.0000 68.0000 6.0642
1.0000 67.0000 4.6691
1.0000 66.0000 1.3038
1.0000 65.0000 -1.8486
1.0000 64.0000 -2.9970
1.0000 63.0000 -1.7666
1.0000 62.0000 0.6280
1.0000 61.0000 2.2760
1.0000 60.0000 1.9601
1.0000 59.0000 0.0319
1.0000 58.0000 -1.9035
1.0000 57.0000 -2.2686
1.0000 56.0000 -0.7651
1.0000 55.0000 1.3959
1.0000 54.0000 2.4712
1.0000 53.0000 1.5900
1.0000 52.0000 -0.5469
1.0000 51.0000 -2.2357
1.0000 50.0000 -2.1453
1.0000 49.0000 -0.3810
1.0000 48.0000 1.6203
1.0000 47.0000 2.2679
1.0000 46.0000 1.0985
1.0000 45.0000 -0.8813
1.0000 44.0000 -2.0512
1.0000 43.0000 -1.5105
1.0000 42.0000 0.2163
1.0000 41.0000 1.6625
1.0000 40.0000 1.6604
1.0000 39.0000 0.2924
1.0000 38.0000 -1.2320
1.0000 37.0000 -1.6339
1.0000 36.0000 -0.6399
1.0000 35.0000 0.8329
1.0000 34.0000 1.5081
1.0000 33.0000 0.8541
1.0000 32.0000 -0.4950
1.0000 31.0000 -1.3373
1.0000 30.0000 -0.9696
1.0000 29.0000 0.2239
1.0000 28.0000 1.1548
1.0000 27.0000 1.0172
1.0000 26.0000 -0.0138
1.0000 25.0000 -0.9788
1.0000 24.0000 -1.0206
1.0000 23.0000 -0.1452
1.0000 22.0000 0.8182
1.0000 21.0000 0.9966
1.0000 20.0000 0.2632
1.0000 19.0000 -0.6762
1.0000 18.0000 -0.9567
1.0000 17.0000 -0.3494
1.0000 16.0000 0.5528
1.0000 15.0000 0.9086
1.0000 14.0000 0.4112
1.0000 13.0000 -0.4469
1.0000 12.0000 -0.8572
1.0000 11.0000 -0.4548
1.0000 10.0000 0.3566
1.0000 9.0000 0.8055
1.0000 8.0000 0.4846
1.0000 7.0000 -0.2796
1.0000 6.0000 -0.7553
1.0000 5.0000 -0.5043
1.0000 4.0000 0.2141
1.0000 3.0000 0.7076
1.0000 2.0000 0.5165
1.0000 1.0000 -0.1582
1.0000 0.0000 -0.6629
1.0000 -1.0000 -0.5232
1.0000 -2.0000 0.1103
1.0000 -3.0000 0.6213
1.0000 -4.0000 0.5260
1.0000 -5.0000 -0.0690
1.0000 -6.0000 -0.5829
1.0000 -7.0000 -0.5261
1.0000 -8.0000 0.0333
1.0000 -9.0000 0.5474
1.0000 -10.0000 0.5241
1.0000 -11.0000 -0.0021
1.0000 -12.0000 -0.5146
1.0000 -13.0000 -0.5209
1.0000 -14.0000 -0.0255
1.0000 -15.0000 0.4843
1.0000 -16.0000 0.5169
1.0000 -17.0000 0.0501
1.0000 -18.0000 -0.4562
