lat lon
306.7938 70.0959
306.7845 70.0679
306.7962 70.0413
306.8262 70.0160
306.8718 69.9920
306.9302 69.9694
306.9986 69.9482
307.0742 69.9283
307.1545 69.9097
307.2365 69.8925
307.3185 69.8765
307.3997 69.8613
307.4794 69.8467
307.5568 69.8323
307.6312 69.8178
307.7018 69.8029
307.7679 69.7872
307.8288 69.7703
307.8837 69.7521
307.9318 69.7321
307.9726 69.7100
308.0051 69.6855
308.0289 69.6585
308.0439 69.6299
308.0500 69.6003
308.0473 69.5705
308.0355 69.5415
308.0149 69.5140
307.9852 69.4887
307.9469 69.4660
307.9007 69.4458
307.8472 69.4276
307.7872 69.4114
307.7214 69.3967
307.6505 69.3835
307.5753 69.3714
307.4964 69.3603
307.4146 69.3497
307.3306 69.3396
307.2451 69.3296
307.1588 69.3196
307.0725 69.3092
306.9868 69.2983
306.9024 69.2866
306.8193 69.2745
306.7375 69.2622
306.6570 69.2500
306.5780 69.2381
306.5003 69.2269
306.4240 69.2166
306.3492 69.2076
306.2758 69.2000
306.2040 69.1942
306.1336 69.1904
306.0647 69.1890
305.9974 69.1901
305.9317 69.1940
305.8675 69.2007
305.8049 69.2100
305.7438 69.2217
305.6842 69.2357
305.6261 69.2519
305.5695 69.2701
305.5144 69.2903
305.4608 69.3122
305.4086 69.3357
305.3579 69.3607
305.3086 69.3871
305.2607 69.4147
305.2142 69.4433
305.1691 69.4730
305.1254 69.5034
305.0830 69.5344
305.0420 69.5660
305.0024 69.5980
304.9641 69.6303
304.9277 69.6627
304.8937 69.6951
304.8626 69.7274
304.8350 69.7595
304.8115 69.7912
304.7925 69.8224
304.7786 69.8531
304.7705 69.8831
304.7685 69.9122
304.7734 69.9404
304.7856 69.9675
304.8056 69.9934
304.8341 70.0180
304.8715 70.0412
304.9185 70.0629
304.9755 70.0828
305.0430 70.1010
305.1200 70.1176
305.2043 70.1327
305.2938 70.1467
305.3863 70.1599
305.4796 70.1725
305.5716 70.1847
305.6601 70.1969
305.7430 70.2094
305.8180 70.2223
305.8831 70.2360
305.9361 70.2508
305.9747 70.2669
305.9969 70.2845
306.0008 70.3040
305.9872 70.3252
305.9588 70.3481
305.9180 70.3722
305.8675 70.3975
305.8098 70.4237
305.7473 70.4506
305.6828 70.4779
305.6188 70.5055
305.5577 70.5332
305.5022 70.5606
305.4549 70.5877
305.4182 70.6141
305.3947 70.6398
305.3870 70.6643
305.3977 70.6876
305.4286 70.7094
305.4779 70.7295
305.5426 70.7476
305.6197 70.7635
305.7059 70.7769
305.7984 70.7875
305.8940 70.7952
305.9898 70.7997
306.0829 70.8008
306.1730 70.7988
306.2603 70.7940
306.3452 70.7869
306.4279 70.7779
306.5087 70.7673
306.5879 70.7556
306.6657 70.7432
306.7426 70.7304
306.8188 70.7177
306.8945 70.7055
306.9700 70.6942
307.0457 70.6841
307.1218 70.6753
307.1985 70.6675
307.2759 70.6606
307.3544 70.6542
307.4341 70.6482
307.5153 70.6422
307.5981 70.6361
307.6827 70.6296
307.7694 70.6225
307.8584 70.6145
307.9499 70.6054
308.0440 70.5950
308.1404 70.5833
308.2378 70.5708
308.3351 70.5579
308.4310 70.5452
308.5244 70.5330
308.6141 70.5218
308.6988 70.5120
308.7774 70.5042
308.8487 70.4987
308.9114 70.4961
308.9644 70.4967
309.0065 70.5010
309.0369 70.5094
309.0563 70.5214
309.0651 70.5369
309.0640 70.5555
309.0538 70.5769
309.0351 70.6007
309.0085 70.6267
308.9747 70.6545
308.9343 70.6838
308.8880 70.7144
308.8365 70.7458
308.7803 70.7778
308.7203 70.8100
308.6569 70.8422
308.5909 70.8740
308.5229 70.9052
308.4536 70.9353
308.3837 70.9640
308.3137 70.9912
308.2444 71.0164
308.1760 71.0398
308.1089 71.0616
308.0432 71.0822
307.9791 71.1020
307.9169 71.1211
307.8567 71.1400
307.7987 71.1590
307.7432 71.1784
307.6904 71.1986
307.6405 71.2197
307.5936 71.2423
307.5500 71.2665
307.5100 71.2927
307.4735 71.3212
307.4404 71.3517
307.4098 71.3837
307.3813 71.4167
307.3540 71.4501
307.3274 71.4833
307.3007 71.5159
307.2734 71.5473
307.2447 71.5771
307.2141 71.6045
307.1808 71.6292
307.1442 71.6505
307.1036 71.6680
307.0584 71.6811
307.0079 71.6892
306.9516 71.6921
306.8898 71.6899
306.8230 71.6832
306.7519 71.6727
306.6771 71.6590
306.5991 71.6425
306.5185 71.6241
306.4359 71.6041
306.3520 71.5833
306.2672 71.5622
306.1823 71.5413
306.0978 71.5214
306.0143 71.5030
305.9322 71.4866
305.8514 71.4721
305.7714 71.4594
305.6914 71.4482
305.6111 71.4383
305.5299 71.4294
305.4473 71.4212
305.3626 71.4135
305.2755 71.4062
305.1852 71.3988
305.0918 71.3914
304.9961 71.3843
304.8992 71.3779
304.8021 71.3725
304.7059 71.3686
304.6117 71.3666
304.5205 71.3669
304.4334 71.3697
304.3515 71.3757
304.2757 71.3850
304.2073 71.3982
304.1470 71.4156
304.0952 71.4366
304.0519 71.4609
304.0171 71.4878
303.9907 71.5167
303.9728 71.5472
303.9634 71.5785
303.9625 71.6101
303.9700 71.6415
303.9861 71.6721
304.0107 71.7013
304.0433 71.7289
304.0831 71.7550
304.1289 71.7798
304.1798 71.8036
304.2348 71.8264
304.2928 71.8485
304.3529 71.8702
304.4140 71.8915
304.4751 71.9127
304.5353 71.9339
304.5935 71.9554
304.6486 71.9773
304.6998 71.9999
304.7462 72.0233
304.7882 72.0474
304.8265 72.0722
304.8617 72.0977
304.8944 72.1237
304.9254 72.1502
304.9552 72.1772
304.9846 72.2045
305.0141 72.2322
305.0443 72.2601
305.0761 72.2882
305.1099 72.3164
305.1455 72.3446
305.1822 72.3729
305.2190 72.4012
305.2552 72.4295
305.2898 72.4576
305.3220 72.4856
305.3510 72.5135
305.3759 72.5411
305.3959 72.5685
305.4101 72.5956
305.4176 72.6224
305.4176 72.6488
305.4093 72.6748
305.3917 72.7003
305.3651 72.7254
305.3304 72.7502
305.2888 72.7746
305.2416 72.7988
305.1898 72.8229
305.1348 72.8469
305.0777 72.8709
305.0197 72.8950
304.9620 72.9192
304.9057 72.9436
304.8521 72.9683
304.8024 72.9933
304.7575 73.0188
304.7177 73.0447
304.6826 73.0710
304.6518 73.0976
304.6249 73.1246
304.6016 73.1519
304.5814 73.1795
304.5639 73.2073
304.5489 73.2353
304.5359 73.2635
304.5245 73.2918
304.5143 73.3203
304.5050 73.3488
304.4961 73.3774
304.4874 73.4061
304.4784 73.4347
304.4687 73.4632
304.4579 73.4917
304.4458 73.5201
304.4318 73.5484
304.4156 73.5765
304.3968 73.6044
304.3752 73.6322
304.3511 73.6597
304.3245 73.6870
304.2958 73.7141
304.2652 73.7412
304.2330 73.7680
304.1993 73.7948
304.1645 73.8215
304.1288 73.8480
304.0924 73.8746
304.0556 73.9011
304.0186 73.9275
303.9816 73.9539
303.9450 73.9804
303.9088 74.0068
303.8735 74.0333
303.8392 74.0599
303.8061 74.0865
303.7746 74.1133
303.7445 74.1401
303.7158 74.1670
303.6883 74.1941
303.6618 74.2212
303.6360 74.2485
303.6107 74.2759
303.5859 74.3034
303.5612 74.3311
303.5366 74.3589
303.5117 74.3869
303.4865 74.4150
303.4607 74.4432
303.4339 74.4714
303.4060 74.4996
303.3766 74.5277
303.3455 74.5556
303.3124 74.5832
303.2771 74.6105
303.2392 74.6373
303.1985 74.6637
303.1547 74.6894
303.1075 74.7145
303.0567 74.7388
303.0020 74.7624
302.9431 74.7850
302.8797 74.8067
302.8119 74.8274
302.7402 74.8473
302.6650 74.8665
302.5871 74.8852
302.5068 74.9035
302.4248 74.9216
302.3416 74.9397
302.2577 74.9579
302.1738 74.9763
302.0903 74.9951
302.0077 75.0145
301.9267 75.0346
301.8478 75.0555
301.7715 75.0774
301.6983 75.1006
301.6290 75.1249
301.5647 75.1504
301.5064 75.1769
301.4555 75.2041
301.4130 75.2320
301.3802 75.2603
301.3583 75.2889
301.3485 75.3175
301.3519 75.3461
301.3698 75.3744
301.4033 75.4022
301.4522 75.4295
301.5120 75.4562
301.5770 75.4823
301.6419 75.5079
301.7011 75.5330
301.7491 75.5575
301.7806 75.5815
301.7899 75.6050
301.7740 75.6280
301.7351 75.6503
301.6760 75.6720
301.5996 75.6929
301.5087 75.7129
301.4060 75.7319
301.2945 75.7498
301.1769 75.7666
301.0562 75.7821
300.9351 75.7962
300.8162 75.8088
300.7005 75.8202
300.5877 75.8306
300.4776 75.8405
300.3701 75.8500
300.2650 75.8596
300.1620 75.8696
300.0609 75.8803
299.9616 75.8920
299.8638 75.9050
299.7674 75.9195
299.6720 75.9352
299.5774 75.9518
299.4833 75.9691
299.3894 75.9867
299.2955 76.0046
299.2013 76.0223
299.1065 76.0396
299.0108 76.0562
298.9139 76.0719
298.8157 76.0865
298.7158 76.0996
298.6141 76.1115
298.5108 76.1225
298.4057 76.1331
298.2990 76.1435
298.1906 76.1541
298.0806 76.1654
297.9689 76.1777
297.8557 76.1914
297.7409 76.2068
297.6250 76.2237
297.5087 76.2412
297.3931 76.2582
297.2790 76.2739
297.1672 76.2872
297.0587 76.2972
296.9543 76.3029
296.8550 76.3033
296.7616 76.2975
296.6742 76.2852
296.5914 76.2677
296.5119 76.2462
296.4341 76.2221
296.3567 76.1965
296.2783 76.1708
296.1973 76.1463
296.1124 76.1242
296.0222 76.1058
295.9251 76.0924
295.8200 76.0851
295.7078 76.0832
295.5901 76.0850
295.4688 76.0891
295.3457 76.0939
295.2227 76.0976
295.1015 76.0988
294.9840 76.0958
294.8719 76.0871
294.7658 76.0725
294.6639 76.0543
294.5641 76.0352
294.4643 76.0179
294.3623 76.0050
294.2561 75.9993
294.1436 76.0033
294.0261 76.0165
293.9079 76.0352
293.7934 76.0558
293.6871 76.0745
293.5935 76.0875
293.5170 76.0911
293.4615 76.0821
293.4243 76.0614
293.3994 76.0326
293.3807 75.9991
293.3620 75.9643
293.3372 75.9318
293.3004 75.9048
293.2459 75.8866
293.1737 75.8774
293.0860 75.8758
292.9852 75.8808
292.8734 75.8911
292.7531 75.9056
292.6265 75.9230
292.4960 75.9422
292.3638 75.9620
292.2322 75.9810
292.1036 75.9983
291.9800 76.0127
291.8612 76.0246
291.7467 76.0344
291.6357 76.0429
291.5277 76.0507
291.4219 76.0584
291.3177 76.0667
291.2144 76.0761
291.1114 76.0874
291.0080 76.1010
290.9052 76.1170
290.8043 76.1351
290.7066 76.1552
290.6135 76.1771
290.5264 76.2004
290.4466 76.2250
290.3755 76.2506
290.3144 76.2771
290.2647 76.3042
290.2278 76.3317
290.2050 76.3594
290.1977 76.3870
290.2071 76.4143
290.2338 76.4411
290.2769 76.4669
290.3360 76.4916
290.4103 76.5147
290.4993 76.5359
290.6023 76.5549
290.7187 76.5713
290.8478 76.5848
290.9891 76.5951
291.1418 76.6018
291.3027 76.6051
291.4639 76.6058
291.6176 76.6047
291.7559 76.6027
291.8706 76.6006
291.9539 76.5994
291.9977 76.5998
291.9958 76.6026
291.9513 76.6079
291.8710 76.6153
291.7616 76.6245
291.6297 76.6353
291.4822 76.6475
291.3256 76.6606
291.1666 76.6745
291.0121 76.6888
290.8686 76.7033
290.7398 76.7178
290.6230 76.7320
290.5149 76.7457
290.4119 76.7587
290.3107 76.7709
290.2079 76.7821
290.1001 76.7920
289.9837 76.8004
289.8568 76.8073
289.7220 76.8133
289.5831 76.8188
289.4436 76.8245
289.3072 76.8309
289.1777 76.8387
289.0587 76.8484
288.9539 76.8607
288.8669 76.8760
288.8014 76.8951
288.7607 76.9184
288.7444 76.9451
288.7505 76.9741
288.7770 77.0042
288.8218 77.0341
288.8830 77.0627
288.9585 77.0886
289.0462 77.1108
289.1444 77.1290
289.2513 77.1438
289.3654 77.1559
289.4850 77.1660
289.6084 77.1747
289.7341 77.1828
289.8603 77.1909
289.9854 77.1997
290.1081 77.2096
290.2285 77.2207
290.3472 77.2324
290.4646 77.2445
290.5814 77.2566
290.6979 77.2683
290.8148 77.2793
290.9326 77.2892
291.0517 77.2977
291.1727 77.3044
291.2958 77.3093
291.4208 77.3124
291.5477 77.3139
291.6764 77.3138
291.8068 77.3123
291.9388 77.3093
292.0725 77.3051
292.2076 77.2997
292.3439 77.2933
292.4800 77.2872
292.6144 77.2824
292.7456 77.2803
292.8722 77.2821
292.9926 77.2890
293.1052 77.3023
293.2087 77.3224
293.3020 77.3483
293.3838 77.3786
293.4532 77.4116
293.5089 77.4461
293.5500 77.4804
293.5752 77.5133
293.5834 77.5432
293.5736 77.5687
293.5447 77.5884
293.4954 77.6007
293.4256 77.6048
293.3371 77.6018
293.2326 77.5933
293.1144 77.5805
292.9852 77.5651
292.8474 77.5485
292.7035 77.5321
292.5561 77.5174
292.4076 77.5059
292.2605 77.4991
292.1168 77.4974
291.9768 77.4994
291.8407 77.5034
291.7089 77.5077
291.5815 77.5104
291.4589 77.5100
291.3412 77.5045
291.2286 77.4925
291.1208 77.4746
291.0168 77.4537
290.9158 77.4327
290.8169 77.4143
290.7191 77.4016
290.6216 77.3970
290.5243 77.4005
290.4271 77.4110
290.3301 77.4274
290.2335 77.4484
290.1372 77.4730
290.0414 77.5001
289.9461 77.5283
289.8514 77.5568
289.7573 77.5842
289.6639 77.6095
289.5708 77.6321
289.4768 77.6524
289.3808 77.6708
289.2814 77.6876
289.1776 77.7032
289.0688 77.7180
288.9560 77.7323
288.8404 77.7462
288.7229 77.7601
288.6049 77.7741
288.4874 77.7886
288.3715 77.8038
288.2582 77.8199
288.1477 77.8368
288.0404 77.8545
287.9364 77.8731
287.8361 77.8924
287.7398 77.9125
287.6477 77.9334
287.5601 77.9550
287.4773 77.9772
287.3995 78.0002
287.3270 78.0238
287.2601 78.0480
287.1991 78.0731
287.1441 78.0989
287.0956 78.1255
287.0537 78.1530
287.0187 78.1813
286.9909 78.2106
286.9707 78.2408
286.9588 78.2714
286.9560 78.3021
286.9629 78.3326
286.9803 78.3626
287.0089 78.3916
287.0494 78.4193
287.1025 78.4454
287.1689 78.4694
287.2494 78.4912
287.3446 78.5102
287.4533 78.5267
287.5727 78.5413
287.7000 78.5544
287.8325 78.5666
287.9674 78.5784
288.1019 78.5905
288.2332 78.6034
288.3598 78.6173
288.4832 78.6319
288.6050 78.6468
288.7266 78.6616
288.8497 78.6759
288.9760 78.6893
289.1069 78.7015
289.2432 78.7121
289.3830 78.7219
289.5241 78.7313
289.6641 78.7410
289.8008 78.7515
289.9318 78.7635
290.0550 78.7775
290.1680 78.7943
290.2687 78.8142
290.3579 78.8372
290.4376 78.8625
290.5103 78.8895
290.5780 78.9175
290.6432 78.9459
290.7079 78.9741
290.7744 79.0014
290.8450 79.0271
290.9219 79.0506
291.0074 79.0712
291.1036 79.0883
291.2129 79.1012
291.3364 79.1096
291.4725 79.1140
291.6188 79.1152
291.7731 79.1137
291.9331 79.1104
292.0966 79.1059
292.2613 79.1009
292.4251 79.0961
292.5864 79.0920
292.7438 79.0893
292.8959 79.0883
293.0415 79.0896
293.1792 79.0938
293.3076 79.1013
293.4262 79.1124
293.5365 79.1268
293.6403 79.1441
293.7395 79.1639
293.8360 79.1858
293.9315 79.2093
294.0279 79.2341
294.1270 79.2597
294.2308 79.2858
294.3408 79.3118
294.4563 79.3377
294.5732 79.3634
294.6874 79.3890
294.7947 79.4146
294.8911 79.4403
294.9724 79.4659
295.0345 79.4918
295.0732 79.5177
295.0845 79.5439
295.0641 79.5704
295.0080 79.5972
294.9163 79.6243
294.8130 79.6507
294.7298 79.6755
294.6987 79.6976
294.7452 79.7161
294.8576 79.7319
295.0114 79.7463
295.1818 79.7606
295.3442 79.7762
295.4739 79.7945
295.5484 79.8165
295.5648 79.8420
295.5311 79.8695
295.4552 79.8977
295.3451 79.9254
295.2088 79.9512
295.0544 79.9738
294.8897 79.9919
294.7227 80.0042
294.5578 80.0105
294.3945 80.0122
294.2324 80.0107
294.0709 80.0073
293.9093 80.0034
293.7471 80.0006
293.5837 80.0000
293.4191 80.0030
293.2556 80.0095
293.0960 80.0193
292.9430 80.0323
292.7995 80.0482
292.6681 80.0670
292.5517 80.0884
292.4529 80.1122
292.3733 80.1381
292.3129 80.1656
292.2720 80.1942
292.2505 80.2233
292.2487 80.2524
292.2665 80.2811
292.3042 80.3087
292.3607 80.3350
292.4337 80.3602
292.5205 80.3844
292.6185 80.4077
292.7250 80.4304
292.8373 80.4526
292.9530 80.4744
293.0693 80.4961
293.1839 80.5178
293.2963 80.5395
293.4070 80.5612
293.5163 80.5830
293.6247 80.6048
293.7325 80.6267
293.8402 80.6488
293.9480 80.6709
294.0565 80.6931
294.1660 80.7155
294.2760 80.7381
294.3859 80.7607
294.4947 80.7835
294.6017 80.8064
294.7061 80.8294
294.8071 80.8525
294.9039 80.8756
294.9957 80.8989
295.0821 80.9222
295.1653 80.9456
295.2478 80.9692
295.3324 80.9930
295.4215 81.0170
295.5180 81.0413
295.6245 81.0659
295.7436 81.0909
295.8777 81.1163
296.0257 81.1410
296.1838 81.1637
296.3484 81.1828
296.5159 81.1966
296.6824 81.2038
296.8444 81.2027
296.9984 81.1920
297.1453 81.1736
297.2886 81.1513
297.4321 81.1292
297.5792 81.1110
297.7338 81.1009
297.8985 81.1024
298.0641 81.1153
298.2135 81.1368
298.3295 81.1640
298.3947 81.1940
298.3951 81.2243
298.3410 81.2538
298.2529 81.2825
298.1518 81.3103
298.0584 81.3370
297.9936 81.3625
297.9781 81.3866
298.0320 81.4093
298.1519 81.4308
298.3045 81.4516
298.4552 81.4723
298.5692 81.4937
298.6148 81.5163
298.5918 81.5402
298.5177 81.5651
298.4102 81.5910
298.2869 81.6177
298.1655 81.6450
298.0638 81.6726
297.9993 81.7005
297.9856 81.7284
298.0205 81.7559
298.0981 81.7825
298.2126 81.8077
298.3579 81.8310
298.5283 81.8521
298.7178 81.8703
298.9204 81.8853
299.1304 81.8965
299.3423 81.9035
299.5506 81.9058
299.7503 81.9030
299.9361 81.8946
300.1030 81.8802
300.2479 81.8606
300.3696 81.8371
300.4669 81.8112
300.5387 81.7843
300.5895 81.7572
300.6284 81.7300
300.6644 81.7027
300.7067 81.6757
300.7643 81.6489
300.8464 81.6226
300.9621 81.5968
301.1185 81.5718
301.3057 81.5485
301.5043 81.5283
