lat lon r
85.5372 79.1701 -0.0015
84.0496 79.1701 -0.0003
82.5620 79.1701 0.0015
81.0744 79.1701 0.0015
79.5868 79.1701 -0.0009
78.0992 79.1701 -0.0016
76.6116 79.1701 0.0009
75.1240 79.1701 0.0012
73.6364 79.1701 -0.0014
72.1488 79.1701 -0.0001
70.6612 79.1701 0.0012
69.1736 79.1701 -0.0012
67.6860 79.1701 0.0003
66.1983 79.1701 0.0007
64.7107 79.1701 -0.0012
63.2231 79.1701 0.0011
61.7355 79.1701 -0.0005
60.2479 79.1701 -0.0004
58.7603 79.1701 0.0011
57.2727 79.1701 -0.0014
55.7851 79.1701 0.0013
54.2975 79.1701 -0.0007
52.8099 79.1701 -0.0001
51.3223 79.1701 0.0009
49.8347 79.1701 -0.0015
48.3471 79.1701 0.0017
46.8595 79.1701 -0.0015
45.3719 79.1701 0.0010
43.8843 79.1701 -0.0003
42.3967 79.1701 -0.0004
40.9091 79.1701 0.0011
39.4215 79.1701 -0.0015
37.9339 79.1701 0.0018
36.4463 79.1701 -0.0017
34.9587 79.1701 0.0015
33.4711 79.1701 -0.0010
31.9835 79.1701 0.0004
30.4959 79.1701 0.0002
29.0083 79.1701 -0.0008
27.5207 79.1701 0.0012
26.0331 79.1701 -0.0016
24.5455 79.1701 0.0017
23.0579 79.1701 -0.0017
21.5702 79.1701 0.0016
20.0826 79.1701 -0.0012
18.5950 79.1701 0.0008
17.1074 79.1701 -0.0003
15.6198 79.1701 -0.0002
14.1322 79.1701 0.0007
12.6446 79.1701 -0.0011
11.1570 79.1701 0.0014
9.6694 79.1701 -0.0016
8.1818 79.1701 0.0016
6.6942 79.1701 -0.0016
5.2066 79.1701 0.0014
3.7190 79.1701 -0.0011
2.2314 79.1701 0.0007
0.7438 79.1701 -0.0003
-0.7438 79.1701 -0.0002
-2.2314 79.1701 0.0006
-3.7190 79.1701 -0.0010
-5.2066 79.1701 0.0013
-6.6942 79.1701 -0.0014
-8.1818 79.1701 0.0015
-9.6694 79.1701 -0.0014
-11.1570 79.1701 0.0012
-12.6446 79.1701 -0.0009
-14.1322 79.1701 0.0005
-15.6198 79.1701 -0.0001
-17.1074 79.1701 -0.0004
-18.5950 79.1701 0.0008
-20.0826 79.1701 -0.0011
-21.5702 79.1701 0.0013
-23.0579 79.1701 -0.0013
-24.5455 79.1701 0.0012
-26.0331 79.1701 -0.0010
-27.5207 79.1701 0.0006
-29.0083 79.1701 -0.0002
-30.4959 79.1701 -0.0003
-31.9835 79.1701 0.0007
-33.4711 79.1701 -0.0010
-34.9587 79.1701 0.0012
-36.4463 79.1701 -0.0011
-37.9339 79.1701 0.0008
-39.4215 79.1701 -0.0004
-40.9091 79.1701 -0.0001
-42.3967 79.1701 0.0006
-43.8843 79.1701 -0.0009
-45.3719 79.1701 0.0010
-46.8595 79.1701 -0.0008
-48.3471 79.1701 0.0004
-49.8347 79.1701 0.0002
-51.3223 79.1701 -0.0006
-52.8099 79.1701 0.0008
-54.2975 79.1701 -0.0006
-55.7851 79.1701 0.0002
-57.2727 79.1701 0.0003
-58.7603 79.1701 -0.0006
-60.2479 79.1701 0.0005
-61.7355 79.1701 -0.0001
-63.2231 79.1701 -0.0004
-64.7107 79.1701 0.0005
-66.1983 79.1701 -0.0002
-67.6860 79.1701 -0.0004
-69.1736 79.1701 0.0005
-70.6612 79.1701 0.0001
-72.1488 79.1701 -0.0006
-73.6364 79.1701 -0.0002
-75.1240 79.1701 0.0006
-76.6116 79.1701 0.0005
-78.0992 79.1701 -0.0001
-79.5868 79.1701 -0.0005
-81.0744 79.1701 -0.0006
-82.5620 79.1701 -0.0004
-84.0496 79.1701 -0.0003
-85.5372 79.1701 -0.0002
-87.0248 79.1701 -0.0002
-88.5124 79.1701 -0.0002
-90.0000 79.1701 -0.0001
90.0000 80.6639 0.0001
88.5124 80.6639 -0.0005
87.0248 80.6639 -0.0013
85.5372 80.6639 -0.0013
84.0496 80.6639 0.0002
82.5620 80.6639 0.0018
81.0744 80.6639 0.0008
79.5868 80.6639 -0.0015
78.0992 80.6639 -0.0009
76.6116 80.6639 0.0016
75.1240 80.6639 0.0002
73.6364 80.6639 -0.0015
72.1488 80.6639 0.0009
70.6612 80.6639 0.0005
69.1736 80.6639 -0.0013
67.6860 80.6639 0.0011
66.1983 80.6639 -0.0003
64.7107 80.6639 -0.0006
63.2231 80.6639 0.0011
61.7355 80.6639 -0.0012
60.2479 80.6639 0.0008
58.7603 80.6639 -0.0001
57.2727 80.6639 -0.0007
55.7851 80.6639 0.0013
54.2975 80.6639 -0.0014
52.8099 80.6639 0.0012
51.3223 80.6639 -0.0007
49.8347 80.6639 -0.0000
48.3471 80.6639 0.0007
46.8595 80.6639 -0.0013
45.3719 80.6639 0.0016
43.8843 80.6639 -0.0016
42.3967 80.6639 0.0013
40.9091 80.6639 -0.0008
39.4215 80.6639 0.0002
37.9339 80.6639 0.0004
36.4463 80.6639 -0.0010
34.9587 80.6639 0.0014
33.4711 80.6639 -0.0017
31.9835 80.6639 0.0017
30.4959 80.6639 -0.0016
29.0083 80.6639 0.0012
27.5207 80.6639 -0.0008
26.0331 80.6639 0.0002
24.5455 80.6639 0.0003
23.0579 80.6639 -0.0008
21.5702 80.6639 0.0012
20.0826 80.6639 -0.0015
18.5950 80.6639 0.0017
17.1074 80.6639 -0.0017
15.6198 80.6639 0.0015
14.1322 80.6639 -0.0013
12.6446 80.6639 0.0009
11.1570 80.6639 -0.0005
9.6694 80.6639 0.0000
8.1818 80.6639 0.0004
6.6942 80.6639 -0.0009
5.2066 80.6639 0.0012
3.7190 80.6639 -0.0014
2.2314 80.6639 0.0016
0.7438 80.6639 -0.0015
-0.7438 80.6639 0.0014
-2.2314 80.6639 -0.0012
-3.7190 80.6639 0.0009
-5.2066 80.6639 -0.0005
-6.6942 80.6639 0.0000
-8.1818 80.6639 0.0004
-9.6694 80.6639 -0.0008
-11.1570 80.6639 0.0011
-12.6446 80.6639 -0.0013
-14.1322 80.6639 0.0014
-15.6198 80.6639 -0.0014
-17.1074 80.6639 0.0012
-18.5950 80.6639 -0.0009
-20.0826 80.6639 0.0005
-21.5702 80.6639 -0.0001
-23.0579 80.6639 -0.0004
-24.5455 80.6639 0.0008
-26.0331 80.6639 -0.0011
-27.5207 80.6639 0.0013
-29.0083 80.6639 -0.0013
-30.4959 80.6639 0.0011
-31.9835 80.6639 -0.0008
-33.4711 80.6639 0.0003
-34.9587 80.6639 0.0002
-36.4463 80.6639 -0.0006
-37.9339 80.6639 0.0010
-39.4215 80.6639 -0.0011
-40.9091 80.6639 0.0010
-42.3967 80.6639 -0.0007
-43.8843 80.6639 0.0002
-45.3719 80.6639 0.0004
-46.8595 80.6639 -0.0008
-48.3471 80.6639 0.0009
-49.8347 80.6639 -0.0008
-51.3223 80.6639 0.0003
-52.8099 80.6639 0.0002
-54.2975 80.6639 -0.0006
-55.7851 80.6639 0.0007
-57.2727 80.6639 -0.0004
-58.7603 80.6639 -0.0001
-60.2479 80.6639 0.0005
-61.7355 80.6639 -0.0005
-63.2231 80.6639 0.0002
-64.7107 80.6639 0.0003
-66.1983 80.6639 -0.0005
-67.6860 80.6639 0.0001
-69.1736 80.6639 0.0005
-70.6612 80.6639 -0.0004
-72.1488 80.6639 -0.0005
-73.6364 80.6639 0.0003
-75.1240 80.6639 0.0006
-76.6116 80.6639 0.0001
-78.0992 80.6639 -0.0005
-79.5868 80.6639 -0.0006
-81.0744 80.6639 -0.0005
-82.5620 80.6639 -0.0003
-84.0496 80.6639 -0.0002
-85.5372 80.6639 -0.0001
-87.0248 80.6639 -0.0002
-88.5124 80.6639 -0.0002
-90.0000 80.6639 -0.0001
90.0000 82.1577 0.0001
88.5124 82.1577 -0.0005
87.0248 82.1577 -0.0013
85.5372 82.1577 -0.0010
84.0496 82.1577 0.0007
82.5620 82.1577 0.0018
81.0744 82.1577 0.0001
79.5868 82.1577 -0.0018
78.0992 82.1577 0.0000
76.6116 82.1577 0.0017
75.1240 82.1577 -0.0008
73.6364 82.1577 -0.0010
72.1488 82.1577 0.0015
70.6612 82.1577 -0.0006
69.1736 82.1577 -0.0006
67.6860 82.1577 0.0012
66.1983 82.1577 -0.0011
64.7107 82.1577 0.0004
63.2231 82.1577 0.0004
61.7355 82.1577 -0.0010
60.2479 82.1577 0.0012
58.7603 82.1577 -0.0011
57.2727 82.1577 0.0005
55.7851 82.1577 0.0001
54.2975 82.1577 -0.0008
52.8099 82.1577 0.0013
51.3223 82.1577 -0.0014
49.8347 82.1577 0.0013
48.3471 82.1577 -0.0009
46.8595 82.1577 0.0002
45.3719 82.1577 0.0004
43.8843 82.1577 -0.0010
42.3967 82.1577 0.0014
40.9091 82.1577 -0.0016
39.4215 82.1577 0.0016
37.9339 82.1577 -0.0013
36.4463 82.1577 0.0009
34.9587 82.1577 -0.0003
33.4711 82.1577 -0.0003
31.9835 82.1577 0.0008
30.4959 82.1577 -0.0012
29.0083 82.1577 0.0015
27.5207 82.1577 -0.0017
26.0331 82.1577 0.0016
24.5455 82.1577 -0.0014
23.0579 82.1577 0.0011
21.5702 82.1577 -0.0007
20.0826 82.1577 0.0002
18.5950 82.1577 0.0002
17.1074 82.1577 -0.0007
15.6198 82.1577 0.0011
14.1322 82.1577 -0.0014
12.6446 82.1577 0.0016
11.1570 82.1577 -0.0016
9.6694 82.1577 0.0015
8.1818 82.1577 -0.0013
6.6942 82.1577 0.0010
5.2066 82.1577 -0.0007
3.7190 82.1577 0.0002
2.2314 82.1577 0.0002
0.7438 82.1577 -0.0006
-0.7438 82.1577 0.0010
-2.2314 82.1577 -0.0013
-3.7190 82.1577 0.0014
-5.2066 82.1577 -0.0015
-6.6942 82.1577 0.0014
-8.1818 82.1577 -0.0013
-9.6694 82.1577 0.0010
-11.1570 82.1577 -0.0006
-12.6446 82.1577 0.0002
-14.1322 82.1577 0.0002
-15.6198 82.1577 -0.0007
-17.1074 82.1577 0.0010
-18.5950 82.1577 -0.0012
-20.0826 82.1577 0.0014
-21.5702 82.1577 -0.0013
-23.0579 82.1577 0.0012
-24.5455 82.1577 -0.0008
-26.0331 82.1577 0.0004
-27.5207 82.1577 0.0000
-29.0083 82.1577 -0.0005
-30.4959 82.1577 0.0009
-31.9835 82.1577 -0.0012
-33.4711 82.1577 0.0012
-34.9587 82.1577 -0.0011
-36.4463 82.1577 0.0008
-37.9339 82.1577 -0.0003
-39.4215 82.1577 -0.0002
-40.9091 82.1577 0.0007
-42.3967 82.1577 -0.0010
-43.8843 82.1577 0.0010
-45.3719 82.1577 -0.0008
-46.8595 82.1577 0.0003
-48.3471 82.1577 0.0003
-49.8347 82.1577 -0.0007
-51.3223 82.1577 0.0009
-52.8099 82.1577 -0.0007
-54.2975 82.1577 0.0001
-55.7851 82.1577 0.0004
-57.2727 82.1577 -0.0007
-58.7603 82.1577 0.0005
-60.2479 82.1577 -0.0001
-61.7355 82.1577 -0.0004
-63.2231 82.1577 0.0005
-64.7107 82.1577 -0.0002
-66.1983 82.1577 -0.0004
-67.6860 82.1577 0.0005
-69.1736 82.1577 0.0001
-70.6612 82.1577 -0.0006
-72.1488 82.1577 -0.0000
-73.6364 82.1577 0.0006
-75.1240 82.1577 0.0003
-76.6116 82.1577 -0.0003
-78.0992 82.1577 -0.0006
-79.5868 82.1577 -0.0005
-81.0744 82.1577 -0.0003
-82.5620 82.1577 -0.0001
-84.0496 82.1577 -0.0000
-85.5372 82.1577 -0.0000
-87.0248 82.1577 -0.0001
-88.5124 82.1577 -0.0001
-90.0000 82.1577 -0.0001
90.0000 83.6515 0.0001
88.5124 83.6515 -0.0006
87.0248 83.6515 -0.0013
85.5372 83.6515 -0.0007
84.0496 83.6515 0.0011
82.5620 83.6515 0.0016
81.0744 83.6515 -0.0007
79.5868 83.6515 -0.0017
78.0992 83.6515 0.0010
76.6116 83.6515 0.0012
75.1240 83.6515 -0.0015
73.6364 83.6515 0.0000
72.1488 83.6515 0.0013
70.6612 83.6515 -0.0013
69.1736 83.6515 0.0004
67.6860 83.6515 0.0006
66.1983 83.6515 -0.0012
64.7107 83.6515 0.0011
63.2231 83.6515 -0.0006
61.7355 83.6515 -0.0001
60.2479 83.6515 0.0007
58.7603 83.6515 -0.0011
57.2727 83.6515 0.0012
55.7851 83.6515 -0.0010
54.2975 83.6515 0.0005
52.8099 83.6515 0.0001
51.3223 83.6515 -0.0008
49.8347 83.6515 0.0012
48.3471 83.6515 -0.0014
46.8595 83.6515 0.0014
45.3719 83.6515 -0.0011
43.8843 83.6515 0.0006
42.3967 83.6515 -0.0000
40.9091 83.6515 -0.0005
39.4215 83.6515 0.0010
37.9339 83.6515 -0.0014
36.4463 83.6515 0.0016
34.9587 83.6515 -0.0016
33.4711 83.6515 0.0014
31.9835 83.6515 -0.0010
30.4959 83.6515 0.0006
29.0083 83.6515 -0.0001
27.5207 83.6515 -0.0004
26.0331 83.6515 0.0009
24.5455 83.6515 -0.0012
23.0579 83.6515 0.0015
21.5702 83.6515 -0.0016
20.0826 83.6515 0.0016
18.5950 83.6515 -0.0014
17.1074 83.6515 0.0011
15.6198 83.6515 -0.0008
14.1322 83.6515 0.0004
12.6446 83.6515 0.0001
11.1570 83.6515 -0.0005
9.6694 83.6515 0.0009
8.1818 83.6515 -0.0012
6.6942 83.6515 0.0014
5.2066 83.6515 -0.0015
3.7190 83.6515 0.0015
2.2314 83.6515 -0.0014
0.7438 83.6515 0.0012
-0.7438 83.6515 -0.0009
-2.2314 83.6515 0.0005
-3.7190 83.6515 -0.0001
-5.2066 83.6515 -0.0004
-6.6942 83.6515 0.0008
-8.1818 83.6515 -0.0011
-9.6694 83.6515 0.0013
-11.1570 83.6515 -0.0014
-12.6446 83.6515 0.0014
-14.1322 83.6515 -0.0013
-15.6198 83.6515 0.0010
-17.1074 83.6515 -0.0007
-18.5950 83.6515 0.0003
-20.0826 83.6515 0.0002
-21.5702 83.6515 -0.0006
-23.0579 83.6515 0.0010
-24.5455 83.6515 -0.0012
-26.0331 83.6515 0.0013
-27.5207 83.6515 -0.0013
-29.0083 83.6515 0.0010
-30.4959 83.6515 -0.0006
-31.9835 83.6515 0.0001
-33.4711 83.6515 0.0004
-34.9587 83.6515 -0.0008
-36.4463 83.6515 0.0011
-37.9339 83.6515 -0.0012
-39.4215 83.6515 0.0010
-40.9091 83.6515 -0.0006
-42.3967 83.6515 0.0001
-43.8843 83.6515 0.0005
-45.3719 83.6515 -0.0009
-46.8595 83.6515 0.0010
-48.3471 83.6515 -0.0008
-49.8347 83.6515 0.0003
-51.3223 83.6515 0.0003
-52.8099 83.6515 -0.0007
-54.2975 83.6515 0.0008
-55.7851 83.6515 -0.0004
-57.2727 83.6515 -0.0001
-58.7603 83.6515 0.0006
-60.2479 83.6515 -0.0006
-61.7355 83.6515 0.0002
-63.2231 83.6515 0.0004
-64.7107 83.6515 -0.0005
-66.1983 83.6515 0.0001
-67.6860 83.6515 0.0005
-69.1736 83.6515 -0.0004
-70.6612 83.6515 -0.0004
-72.1488 83.6515 0.0004
-73.6364 83.6515 0.0005
-75.1240 83.6515 -0.0001
-76.6116 83.6515 -0.0006
-78.0992 83.6515 -0.0006
-79.5868 83.6515 -0.0003
-81.0744 83.6515 -0.0000
-82.5620 83.6515 0.0001
-84.0496 83.6515 0.0001
-85.5372 83.6515 0.0001
-87.0248 83.6515 -0.0000
-88.5124 83.6515 -0.0001
-90.0000 83.6515 -0.0001
90.0000 85.1452 0.0001
88.5124 85.1452 -0.0007
87.0248 85.1452 -0.0013
85.5372 85.1452 -0.0003
84.0496 85.1452 0.0015
82.5620 85.1452 0.0011
81.0744 85.1452 -0.0014
79.5868 85.1452 -0.0011
78.0992 85.1452 0.0016
76.6116 85.1452 0.0003
75.1240 85.1452 -0.0016
73.6364 85.1452 0.0010
72.1488 85.1452 0.0004
70.6612 85.1452 -0.0013
69.1736 85.1452 0.0012
67.6860 85.1452 -0.0003
66.1983 85.1452 -0.0005
64.7107 85.1452 0.0011
63.2231 85.1452 -0.0011
61.7355 85.1452 0.0008
60.2479 85.1452 -0.0003
58.7603 85.1452 -0.0003
57.2727 85.1452 0.0009
55.7851 85.1452 -0.0012
54.2975 85.1452 0.0012
52.8099 85.1452 -0.0010
51.3223 85.1452 0.0006
49.8347 85.1452 0.0000
48.3471 85.1452 -0.0006
46.8595 85.1452 0.0010
45.3719 85.1452 -0.0013
43.8843 85.1452 0.0014
42.3967 85.1452 -0.0013
40.9091 85.1452 0.0010
39.4215 85.1452 -0.0006
37.9339 85.1452 0.0001
36.4463 85.1452 0.0004
34.9587 85.1452 -0.0009
33.4711 85.1452 0.0013
31.9835 85.1452 -0.0015
30.4959 85.1452 0.0015
29.0083 85.1452 -0.0015
27.5207 85.1452 0.0012
26.0331 85.1452 -0.0009
24.5455 85.1452 0.0005
23.0579 85.1452 -0.0001
21.5702 85.1452 -0.0004
20.0826 85.1452 0.0008
18.5950 85.1452 -0.0011
17.1074 85.1452 0.0014
15.6198 85.1452 -0.0015
14.1322 85.1452 0.0015
12.6446 85.1452 -0.0014
11.1570 85.1452 0.0012
9.6694 85.1452 -0.0009
8.1818 85.1452 0.0006
6.6942 85.1452 -0.0002
5.2066 85.1452 -0.0003
3.7190 85.1452 0.0006
2.2314 85.1452 -0.0010
0.7438 85.1452 0.0013
-0.7438 85.1452 -0.0014
-2.2314 85.1452 0.0015
-3.7190 85.1452 -0.0014
-5.2066 85.1452 0.0013
-6.6942 85.1452 -0.0010
-8.1818 85.1452 0.0007
-9.6694 85.1452 -0.0003
-11.1570 85.1452 -0.0002
-12.6446 85.1452 0.0006
-14.1322 85.1452 -0.0009
-15.6198 85.1452 0.0012
-17.1074 85.1452 -0.0014
-18.5950 85.1452 0.0014
-20.0826 85.1452 -0.0013
-21.5702 85.1452 0.0010
-23.0579 85.1452 -0.0006
-24.5455 85.1452 0.0002
-26.0331 85.1452 0.0003
-27.5207 85.1452 -0.0007
-29.0083 85.1452 0.0011
-30.4959 85.1452 -0.0013
-31.9835 85.1452 0.0013
-33.4711 85.1452 -0.0011
-34.9587 85.1452 0.0007
-36.4463 85.1452 -0.0002
-37.9339 85.1452 -0.0004
-39.4215 85.1452 0.0008
-40.9091 85.1452 -0.0011
-42.3967 85.1452 0.0011
-43.8843 85.1452 -0.0008
-45.3719 85.1452 0.0003
-46.8595 85.1452 0.0003
-48.3471 85.1452 -0.0008
-49.8347 85.1452 0.0010
-51.3223 85.1452 -0.0007
-52.8099 85.1452 0.0002
-54.2975 85.1452 0.0005
-55.7851 85.1452 -0.0008
-57.2727 85.1452 0.0006
-58.7603 85.1452 -0.0001
-60.2479 85.1452 -0.0005
-61.7355 85.1452 0.0006
-63.2231 85.1452 -0.0002
-64.7107 85.1452 -0.0004
-66.1983 85.1452 0.0005
-67.6860 85.1452 0.0000
-69.1736 85.1452 -0.0005
-70.6612 85.1452 0.0001
-72.1488 85.1452 0.0006
-73.6364 85.1452 0.0001
-75.1240 85.1452 -0.0005
-76.6116 85.1452 -0.0006
-78.0992 85.1452 -0.0003
-79.5868 85.1452 0.0001
-81.0744 85.1452 0.0003
-82.5620 85.1452 0.0003
-84.0496 85.1452 0.0003
-85.5372 85.1452 0.0002
-87.0248 85.1452 0.0000
-88.5124 85.1452 -0.0001
-90.0000 85.1452 -0.0001
90.0000 86.6390 0.0001
88.5124 86.6390 -0.0007
87.0248 86.6390 -0.0012
85.5372 86.6390 0.0000
84.0496 86.6390 0.0016
82.5620 86.6390 0.0005
81.0744 86.6390 -0.0017
79.5868 86.6390 -0.0003
78.0992 86.6390 0.0018
76.6116 86.6390 -0.0007
75.1240 86.6390 -0.0011
73.6364 86.6390 0.0015
72.1488 86.6390 -0.0006
70.6612 86.6390 -0.0007
69.1736 86.6390 0.0013
67.6860 86.6390 -0.0011
66.1983 86.6390 0.0004
64.7107 86.6390 0.0003
63.2231 86.6390 -0.0009
61.7355 86.6390 0.0011
60.2479 86.6390 -0.0010
58.7603 86.6390 0.0006
57.2727 86.6390 -0.0001
55.7851 86.6390 -0.0004
54.2975 86.6390 0.0009
52.8099 86.6390 -0.0012
51.3223 86.6390 0.0012
49.8347 86.6390 -0.0011
48.3471 86.6390 0.0007
46.8595 86.6390 -0.0003
45.3719 86.6390 -0.0002
43.8843 86.6390 0.0007
42.3967 86.6390 -0.0011
40.9091 86.6390 0.0013
39.4215 86.6390 -0.0014
37.9339 86.6390 0.0013
36.4463 86.6390 -0.0011
34.9587 86.6390 0.0007
33.4711 86.6390 -0.0003
31.9835 86.6390 -0.0002
30.4959 86.6390 0.0006
29.0083 86.6390 -0.0010
27.5207 86.6390 0.0013
26.0331 86.6390 -0.0015
24.5455 86.6390 0.0015
23.0579 86.6390 -0.0014
21.5702 86.6390 0.0012
20.0826 86.6390 -0.0009
18.5950 86.6390 0.0006
17.1074 86.6390 -0.0002
15.6198 86.6390 -0.0002
14.1322 86.6390 0.0006
12.6446 86.6390 -0.0010
11.1570 86.6390 0.0012
9.6694 86.6390 -0.0014
8.1818 86.6390 0.0015
6.6942 86.6390 -0.0015
5.2066 86.6390 0.0013
3.7190 86.6390 -0.0011
2.2314 86.6390 0.0008
0.7438 86.6390 -0.0004
-0.7438 86.6390 0.0000
-2.2314 86.6390 0.0004
-3.7190 86.6390 -0.0008
-5.2066 86.6390 0.0011
-6.6942 86.6390 -0.0013
-8.1818 86.6390 0.0014
-9.6694 86.6390 -0.0014
-11.1570 86.6390 0.0013
-12.6446 86.6390 -0.0011
-14.1322 86.6390 0.0008
-15.6198 86.6390 -0.0004
-17.1074 86.6390 -0.0001
-18.5950 86.6390 0.0005
-20.0826 86.6390 -0.0009
-21.5702 86.6390 0.0012
-23.0579 86.6390 -0.0013
-24.5455 86.6390 0.0013
-26.0331 86.6390 -0.0012
-27.5207 86.6390 0.0009
-29.0083 86.6390 -0.0005
-30.4959 86.6390 -0.0000
-31.9835 86.6390 0.0005
-33.4711 86.6390 -0.0009
-34.9587 86.6390 0.0012
-36.4463 86.6390 -0.0012
-37.9339 86.6390 0.0010
-39.4215 86.6390 -0.0006
-40.9091 86.6390 0.0000
-42.3967 86.6390 0.0006
-43.8843 86.6390 -0.0010
-45.3719 86.6390 0.0011
-46.8595 86.6390 -0.0009
-48.3471 86.6390 0.0003
-49.8347 86.6390 0.0003
-51.3223 86.6390 -0.0008
-52.8099 86.6390 0.0009
-54.2975 86.6390 -0.0005
-55.7851 86.6390 -0.0001
-57.2727 86.6390 0.0007
-58.7603 86.6390 -0.0007
-60.2479 86.6390 0.0002
-61.7355 86.6390 0.0004
-63.2231 86.6390 -0.0006
-64.7107 86.6390 0.0002
-66.1983 86.6390 0.0004
-67.6860 86.6390 -0.0004
-69.1736 86.6390 -0.0002
-70.6612 86.6390 0.0005
-72.1488 86.6390 0.0003
-73.6364 86.6390 -0.0004
-75.1240 86.6390 -0.0006
-76.6116 86.6390 -0.0003
-78.0992 86.6390 0.0001
-79.5868 86.6390 0.0004
-81.0744 86.6390 0.0005
-82.5620 86.6390 0.0005
-84.0496 86.6390 0.0004
-85.5372 86.6390 0.0003
-87.0248 86.6390 0.0001
-88.5124 86.6390 -0.0001
-90.0000 86.6390 -0.0001
90.0000 88.1328 0.0001
88.5124 88.1328 -0.0008
87.0248 88.1328 -0.0011
85.5372 88.1328 0.0004
84.0496 88.1328 0.0017
82.5620 88.1328 -0.0001
81.0744 88.1328 -0.0018
79.5868 88.1328 0.0006
78.0992 88.1328 0.0014
76.6116 88.1328 -0.0014
75.1240 88.1328 -0.0002
73.6364 88.1328 0.0014
72.1488 88.1328 -0.0013
70.6612 88.1328 0.0003
69.1736 88.1328 0.0007
67.6860 88.1328 -0.0012
66.1983 88.1328 0.0011
64.7107 88.1328 -0.0006
63.2231 88.1328 -0.0001
61.7355 88.1328 0.0006
60.2479 88.1328 -0.0010
58.7603 88.1328 0.0011
57.2727 88.1328 -0.0009
55.7851 88.1328 0.0006
54.2975 88.1328 -0.0001
52.8099 88.1328 -0.0004
51.3223 88.1328 0.0008
49.8347 88.1328 -0.0011
48.3471 88.1328 0.0012
46.8595 88.1328 -0.0012
45.3719 88.1328 0.0010
43.8843 88.1328 -0.0006
42.3967 88.1328 0.0002
40.9091 88.1328 0.0003
39.4215 88.1328 -0.0007
37.9339 88.1328 0.0010
36.4463 88.1328 -0.0013
34.9587 88.1328 0.0014
33.4711 88.1328 -0.0014
31.9835 88.1328 0.0012
30.4959 88.1328 -0.0009
29.0083 88.1328 0.0006
27.5207 88.1328 -0.0002
26.0331 88.1328 -0.0002
24.5455 88.1328 0.0006
23.0579 88.1328 -0.0010
21.5702 88.1328 0.0012
20.0826 88.1328 -0.0014
18.5950 88.1328 0.0015
17.1074 88.1328 -0.0014
15.6198 88.1328 0.0013
14.1322 88.1328 -0.0010
12.6446 88.1328 0.0007
11.1570 88.1328 -0.0004
9.6694 88.1328 -0.0000
8.1818 88.1328 0.0004
6.6942 88.1328 -0.0007
5.2066 88.1328 0.0010
3.7190 88.1328 -0.0013
2.2314 88.1328 0.0014
0.7438 88.1328 -0.0014
-0.7438 88.1328 0.0014
-2.2314 88.1328 -0.0012
-3.7190 88.1328 0.0009
-5.2066 88.1328 -0.0006
-6.6942 88.1328 0.0002
-8.1818 88.1328 0.0002
-9.6694 88.1328 -0.0005
-11.1570 88.1328 0.0009
-12.6446 88.1328 -0.0012
-14.1322 88.1328 0.0013
-15.6198 88.1328 -0.0014
-17.1074 88.1328 0.0013
-18.5950 88.1328 -0.0011
-20.0826 88.1328 0.0008
-21.5702 88.1328 -0.0004
-23.0579 88.1328 -0.0001
-24.5455 88.1328 0.0005
-26.0331 88.1328 -0.0009
-27.5207 88.1328 0.0012
-29.0083 88.1328 -0.0013
-30.4959 88.1328 0.0013
-31.9835 88.1328 -0.0010
-33.4711 88.1328 0.0006
-34.9587 88.1328 -0.0001
-36.4463 88.1328 -0.0005
-37.9339 88.1328 0.0009
-39.4215 88.1328 -0.0012
-40.9091 88.1328 0.0012
-42.3967 88.1328 -0.0008
-43.8843 88.1328 0.0003
-45.3719 88.1328 0.0004
-46.8595 88.1328 -0.0009
-48.3471 88.1328 0.0011
-49.8347 88.1328 -0.0008
-51.3223 88.1328 0.0002
-52.8099 88.1328 0.0005
-54.2975 88.1328 -0.0009
-55.7851 88.1328 0.0007
-57.2727 88.1328 -0.0001
-58.7603 88.1328 -0.0005
-60.2479 88.1328 0.0007
-61.7355 88.1328 -0.0003
-63.2231 88.1328 -0.0004
-64.7107 88.1328 0.0006
-66.1983 88.1328 -0.0001
-67.6860 88.1328 -0.0005
-69.1736 88.1328 0.0003
-70.6612 88.1328 0.0005
-72.1488 88.1328 -0.0002
-73.6364 88.1328 -0.0006
-75.1240 88.1328 -0.0004
-76.6116 88.1328 0.0002
-78.0992 88.1328 0.0005
-79.5868 88.1328 0.0006
-81.0744 88.1328 0.0006
-82.5620 88.1328 0.0005
-84.0496 88.1328 0.0005
-85.5372 88.1328 0.0003
-87.0248 88.1328 0.0001
-88.5124 88.1328 -0.0001
-90.0000 88.1328 -0.0001
90.0000 89.6266 0.0001
88.5124 89.6266 -0.0008
87.0248 89.6266 -0.0010
85.5372 89.6266 0.0007
84.0496 89.6266 0.0015
82.5620 89.6266 -0.0007
81.0744 89.6266 -0.0015
79.5868 89.6266 0.0013
78.0992 89.6266 0.0008
76.6116 89.6266 -0.0017
75.1240 89.6266 0.0008
73.6364 89.6266 0.0007
72.1488 89.6266 -0.0015
70.6612 89.6266 0.0011
69.1736 89.6266 -0.0002
67.6860 89.6266 -0.0007
66.1983 89.6266 0.0011
64.7107 89.6266 -0.0011
63.2231 89.6266 0.0008
61.7355 89.6266 -0.0002
60.2479 89.6266 -0.0003
58.7603 89.6266 0.0007
57.2727 89.6266 -0.0010
