lat lon r
88.5124 5.9751 -0.0005
87.0248 5.9751 0.0002
85.5372 5.9751 0.0006
84.0496 5.9751 -0.0018
82.5620 5.9751 0.0030
81.0744 5.9751 -0.0036
79.5868 5.9751 0.0023
78.0992 5.9751 0.0013
76.6116 5.9751 -0.0054
75.1240 5.9751 0.0042
73.6364 5.9751 0.0046
72.1488 5.9751 -0.0020
70.6612 5.9751 -0.0063
69.1736 5.9751 -0.0110
67.6860 5.9751 -0.0159
66.1983 5.9751 -0.0179
64.7107 5.9751 -0.0096
63.2231 5.9751 0.0112
61.7355 5.9751 0.0155
60.2479 5.9751 -0.0095
58.7603 5.9751 -0.0049
57.2727 5.9751 0.0095
55.7851 5.9751 -0.0072
54.2975 5.9751 0.0035
52.8099 5.9751 -0.0005
51.3223 5.9751 -0.0014
49.8347 5.9751 0.0025
48.3471 5.9751 -0.0032
46.8595 5.9751 0.0035
45.3719 5.9751 -0.0036
43.8843 5.9751 0.0036
42.3967 5.9751 -0.0033
40.9091 5.9751 0.0030
39.4215 5.9751 -0.0026
37.9339 5.9751 0.0021
36.4463 5.9751 -0.0017
34.9587 5.9751 0.0012
33.4711 5.9751 -0.0008
31.9835 5.9751 0.0004
30.4959 5.9751 0.0000
29.0083 5.9751 -0.0003
27.5207 5.9751 0.0006
26.0331 5.9751 -0.0009
24.5455 5.9751 0.0011
23.0579 5.9751 -0.0013
21.5702 5.9751 0.0015
20.0826 5.9751 -0.0016
18.5950 5.9751 0.0017
17.1074 5.9751 -0.0018
15.6198 5.9751 0.0018
14.1322 5.9751 -0.0018
12.6446 5.9751 0.0019
11.1570 5.9751 -0.0019
9.6694 5.9751 0.0018
8.1818 5.9751 -0.0018
6.6942 5.9751 0.0018
5.2066 5.9751 -0.0017
3.7190 5.9751 0.0017
2.2314 5.9751 -0.0016
0.7438 5.9751 0.0015
-0.7438 5.9751 -0.0015
-2.2314 5.9751 0.0014
-3.7190 5.9751 -0.0013
-5.2066 5.9751 0.0012
-6.6942 5.9751 -0.0012
-8.1818 5.9751 0.0011
-9.6694 5.9751 -0.0010
-11.1570 5.9751 0.0009
-12.6446 5.9751 -0.0008
-14.1322 5.9751 0.0007
-15.6198 5.9751 -0.0007
-17.1074 5.9751 0.0006
-18.5950 5.9751 -0.0005
-20.0826 5.9751 0.0004
-21.5702 5.9751 -0.0003
-23.0579 5.9751 0.0002
-24.5455 5.9751 -0.0002
-26.0331 5.9751 0.0001
-27.5207 5.9751 -0.0000
-29.0083 5.9751 -0.0001
-30.4959 5.9751 0.0001
-31.9835 5.9751 -0.0002
-33.4711 5.9751 0.0003
-34.9587 5.9751 -0.0003
-36.4463 5.9751 0.0004
-37.9339 5.9751 -0.0005
-39.4215 5.9751 0.0005
-40.9091 5.9751 -0.0006
-42.3967 5.9751 0.0006
-43.8843 5.9751 -0.0007
-45.3719 5.9751 0.0007
-46.8595 5.9751 -0.0007
-48.3471 5.9751 0.0008
-49.8347 5.9751 -0.0008
-51.3223 5.9751 0.0008
-52.8099 5.9751 -0.0008
-54.2975 5.9751 0.0008
-55.7851 5.9751 -0.0008
-57.2727 5.9751 0.0008
-58.7603 5.9751 -0.0008
-60.2479 5.9751 0.0008
-61.7355 5.9751 -0.0008
-63.2231 5.9751 0.0007
-64.7107 5.9751 -0.0007
-66.1983 5.9751 0.0006
-67.6860 5.9751 -0.0006
-69.1736 5.9751 0.0005
-70.6612 5.9751 -0.0004
-72.1488 5.9751 0.0003
-73.6364 5.9751 -0.0003
-75.1240 5.9751 0.0002
-76.6116 5.9751 -0.0001
-78.0992 5.9751 -0.0000
-79.5868 5.9751 0.0001
-81.0744 5.9751 -0.0002
-82.5620 5.9751 0.0003
-84.0496 5.9751 -0.0003
-85.5372 5.9751 0.0004
-87.0248 5.9751 -0.0003
-88.5124 5.9751 0.0003
-90.0000 5.9751 -0.0001
90.0000 7.4689 0.0001
88.5124 7.4689 -0.0005
87.0248 7.4689 0.0001
85.5372 7.4689 0.0009
84.0496 7.4689 -0.0021
82.5620 7.4689 0.0031
81.0744 7.4689 -0.0030
79.5868 7.4689 0.0007
78.0992 7.4689 0.0033
76.6116 7.4689 -0.0054
75.1240 7.4689 0.0003
73.6364 7.4689 0.0059
72.1488 7.4689 0.0036
70.6612 7.4689 0.0008
69.1736 7.4689 -0.0018
67.6860 7.4689 -0.0031
66.1983 7.4689 0.0018
64.7107 7.4689 0.0136
63.2231 7.4689 0.0172
61.7355 7.4689 -0.0033
60.2479 7.4689 -0.0132
58.7603 7.4689 0.0085
57.2727 7.4689 0.0015
55.7851 7.4689 -0.0065
54.2975 7.4689 0.0067
52.8099 7.4689 -0.0050
51.3223 7.4689 0.0030
49.8347 7.4689 -0.0013
48.3471 7.4689 -0.0001
46.8595 7.4689 0.0011
45.3719 7.4689 -0.0018
43.8843 7.4689 0.0023
42.3967 7.4689 -0.0027
40.9091 7.4689 0.0029
39.4215 7.4689 -0.0030
37.9339 7.4689 0.0029
36.4463 7.4689 -0.0028
34.9587 7.4689 0.0026
33.4711 7.4689 -0.0024
31.9835 7.4689 0.0021
30.4959 7.4689 -0.0018
29.0083 7.4689 0.0015
27.5207 7.4689 -0.0012
26.0331 7.4689 0.0009
24.5455 7.4689 -0.0006
23.0579 7.4689 0.0003
21.5702 7.4689 -0.0000
20.0826 7.4689 -0.0002
18.5950 7.4689 0.0004
17.1074 7.4689 -0.0006
15.6198 7.4689 0.0008
14.1322 7.4689 -0.0009
12.6446 7.4689 0.0010
11.1570 7.4689 -0.0011
9.6694 7.4689 0.0012
8.1818 7.4689 -0.0013
6.6942 7.4689 0.0014
5.2066 7.4689 -0.0014
3.7190 7.4689 0.0015
2.2314 7.4689 -0.0015
0.7438 7.4689 0.0015
-0.7438 7.4689 -0.0015
-2.2314 7.4689 0.0015
-3.7190 7.4689 -0.0015
-5.2066 7.4689 0.0015
-6.6942 7.4689 -0.0014
-8.1818 7.4689 0.0014
-9.6694 7.4689 -0.0014
-11.1570 7.4689 0.0013
-12.6446 7.4689 -0.0013
-14.1322 7.4689 0.0012
-15.6198 7.4689 -0.0012
-17.1074 7.4689 0.0011
-18.5950 7.4689 -0.0010
-20.0826 7.4689 0.0010
-21.5702 7.4689 -0.0009
-23.0579 7.4689 0.0008
-24.5455 7.4689 -0.0007
-26.0331 7.4689 0.0007
-27.5207 7.4689 -0.0006
-29.0083 7.4689 0.0005
-30.4959 7.4689 -0.0004
-31.9835 7.4689 0.0003
-33.4711 7.4689 -0.0003
-34.9587 7.4689 0.0002
-36.4463 7.4689 -0.0001
-37.9339 7.4689 0.0000
-39.4215 7.4689 0.0000
-40.9091 7.4689 -0.0001
-42.3967 7.4689 0.0002
-43.8843 7.4689 -0.0003
-45.3719 7.4689 0.0003
-46.8595 7.4689 -0.0004
-48.3471 7.4689 0.0005
-49.8347 7.4689 -0.0005
-51.3223 7.4689 0.0006
-52.8099 7.4689 -0.0006
-54.2975 7.4689 0.0007
-55.7851 7.4689 -0.0007
-57.2727 7.4689 0.0007
-58.7603 7.4689 -0.0008
-60.2479 7.4689 0.0008
-61.7355 7.4689 -0.0008
-63.2231 7.4689 0.0008
-64.7107 7.4689 -0.0008
-66.1983 7.4689 0.0007
-67.6860 7.4689 -0.0007
-69.1736 7.4689 0.0006
-70.6612 7.4689 -0.0006
-72.1488 7.4689 0.0005
-73.6364 7.4689 -0.0004
-75.1240 7.4689 0.0003
-76.6116 7.4689 -0.0002
-78.0992 7.4689 0.0001
-79.5868 7.4689 0.0000
-81.0744 7.4689 -0.0001
-82.5620 7.4689 0.0002
-84.0496 7.4689 -0.0003
-85.5372 7.4689 0.0003
-87.0248 7.4689 -0.0003
-88.5124 7.4689 0.0003
-90.0000 7.4689 -0.0001
90.0000 8.9627 0.0001
88.5124 8.9627 -0.0004
87.0248 8.9627 -0.0001
85.5372 8.9627 0.0011
84.0496 8.9627 -0.0023
82.5620 8.9627 0.0030
81.0744 8.9627 -0.0021
79.5868 8.9627 -0.0010
78.0992 8.9627 0.0045
76.6116 8.9627 -0.0037
75.1240 8.9627 -0.0034
73.6364 8.9627 0.0035
72.1488 8.9627 0.0057
70.6612 8.9627 0.0065
69.1736 8.9627 0.0084
67.6860 8.9627 0.0114
66.1983 8.9627 0.0158
64.7107 8.9627 0.0148
63.2231 8.9627 -0.0009
61.7355 8.9627 -0.0154
60.2479 8.9627 0.0008
58.7603 8.9627 0.0105
57.2727 8.9627 -0.0083
55.7851 8.9627 0.0017
54.2975 8.9627 0.0031
52.8099 8.9627 -0.0050
51.3223 8.9627 0.0050
49.8347 8.9627 -0.0041
48.3471 8.9627 0.0030
46.8595 8.9627 -0.0020
45.3719 8.9627 0.0011
43.8843 8.9627 -0.0002
42.3967 8.9627 -0.0005
40.9091 8.9627 0.0010
39.4215 8.9627 -0.0015
37.9339 8.9627 0.0019
36.4463 8.9627 -0.0022
34.9587 8.9627 0.0023
33.4711 8.9627 -0.0024
31.9835 8.9627 0.0025
30.4959 8.9627 -0.0024
29.0083 8.9627 0.0023
27.5207 8.9627 -0.0022
26.0331 8.9627 0.0020
24.5455 8.9627 -0.0019
23.0579 8.9627 0.0017
21.5702 8.9627 -0.0015
20.0826 8.9627 0.0012
18.5950 8.9627 -0.0010
17.1074 8.9627 0.0008
15.6198 8.9627 -0.0006
14.1322 8.9627 0.0004
12.6446 8.9627 -0.0002
11.1570 8.9627 0.0001
9.6694 8.9627 0.0001
8.1818 8.9627 -0.0003
6.6942 8.9627 0.0004
5.2066 8.9627 -0.0005
3.7190 8.9627 0.0007
2.2314 8.9627 -0.0008
0.7438 8.9627 0.0009
-0.7438 8.9627 -0.0009
-2.2314 8.9627 0.0010
-3.7190 8.9627 -0.0011
-5.2066 8.9627 0.0011
-6.6942 8.9627 -0.0012
-8.1818 8.9627 0.0012
-9.6694 8.9627 -0.0012
-11.1570 8.9627 0.0013
-12.6446 8.9627 -0.0013
-14.1322 8.9627 0.0013
-15.6198 8.9627 -0.0013
-17.1074 8.9627 0.0013
-18.5950 8.9627 -0.0012
-20.0826 8.9627 0.0012
-21.5702 8.9627 -0.0012
-23.0579 8.9627 0.0011
-24.5455 8.9627 -0.0011
-26.0331 8.9627 0.0011
-27.5207 8.9627 -0.0010
-29.0083 8.9627 0.0009
-30.4959 8.9627 -0.0009
-31.9835 8.9627 0.0008
-33.4711 8.9627 -0.0008
-34.9587 8.9627 0.0007
-36.4463 8.9627 -0.0006
-37.9339 8.9627 0.0005
-39.4215 8.9627 -0.0004
-40.9091 8.9627 0.0004
-42.3967 8.9627 -0.0003
-43.8843 8.9627 0.0002
-45.3719 8.9627 -0.0001
-46.8595 8.9627 0.0000
-48.3471 8.9627 0.0001
-49.8347 8.9627 -0.0001
-51.3223 8.9627 0.0002
-52.8099 8.9627 -0.0003
-54.2975 8.9627 0.0004
-55.7851 8.9627 -0.0004
-57.2727 8.9627 0.0005
-58.7603 8.9627 -0.0006
-60.2479 8.9627 0.0006
-61.7355 8.9627 -0.0007
-63.2231 8.9627 0.0007
-64.7107 8.9627 -0.0007
-66.1983 8.9627 0.0007
-67.6860 8.9627 -0.0007
-69.1736 8.9627 0.0007
-70.6612 8.9627 -0.0007
-72.1488 8.9627 0.0006
-73.6364 8.9627 -0.0005
-75.1240 8.9627 0.0004
-76.6116 8.9627 -0.0003
-78.0992 8.9627 0.0002
-79.5868 8.9627 -0.0001
-81.0744 8.9627 -0.0000
-82.5620 8.9627 0.0001
-84.0496 8.9627 -0.0002
-85.5372 8.9627 0.0003
-87.0248 8.9627 -0.0003
-88.5124 8.9627 0.0003
-90.0000 8.9627 -0.0001
90.0000 10.4564 0.0001
88.5124 10.4564 -0.0004
87.0248 10.4564 -0.0003
85.5372 10.4564 0.0014
84.0496 10.4564 -0.0025
82.5620 10.4564 0.0027
81.0744 10.4564 -0.0010
79.5868 10.4564 -0.0025
78.0992 10.4564 0.0047
76.6116 10.4564 -0.0009
75.1240 10.4564 -0.0051
73.6364 10.4564 -0.0008
72.1488 10.4564 0.0030
70.6612 10.4564 0.0054
69.1736 10.4564 0.0084
67.6860 10.4564 0.0103
66.1983 10.4564 0.0075
64.7107 10.4564 -0.0038
63.2231 10.4564 -0.0152
61.7355 10.4564 -0.0051
