341.4000 63.3000
341.3407 63.3042
341.2766 63.3068
341.2082 63.3081
341.1362 63.3083
341.0609 63.3077
340.9828 63.3065
340.9026 63.3049
340.8206 63.3032
340.7375 63.3017
340.6536 63.3005
340.5696 63.2999
340.4859 63.3003
340.4030 63.3017
340.3215 63.3045
340.2418 63.3090
340.1644 63.3152
340.0900 63.3236
340.0189 63.3343
339.9516 63.3476
339.8888 63.3638
339.8308 63.3830
339.7783 63.4056
339.7311 63.4314
339.6886 63.4598
339.6495 63.4902
339.6129 63.5217
339.5779 63.5537
339.5433 63.5854
339.5081 63.6162
339.4714 63.6452
339.4322 63.6719
339.3893 63.6953
339.3421 63.7153
339.2906 63.7320
339.2346 63.7457
339.1742 63.7569
339.1092 63.7659
339.0398 63.7730
338.9657 63.7786
338.8871 63.7829
338.8039 63.7865
338.7161 63.7895
338.6236 63.7924
338.5263 63.7954
338.4243 63.7990
338.3177 63.8035
338.2077 63.8088
338.0962 63.8149
337.9848 63.8216
337.8755 63.8288
337.7700 63.8363
337.6701 63.8441
337.5776 63.8520
337.4944 63.8599
337.4223 63.8677
337.3629 63.8752
337.3183 63.8823
337.2901 63.8889
337.2801 63.8949
337.2902 63.9000
337.3213 63.9045
337.3709 63.9084
337.4357 63.9125
337.5123 63.9171
337.5976 63.9228
337.6880 63.9299
337.7804 63.9391
337.8715 63.9507
337.9578 63.9652
338.0362 63.9832
338.1032 64.0050
338.1568 64.0309
338.1973 64.0605
338.2254 64.0931
338.2417 64.1283
338.2470 64.1655
338.2419 64.2041
338.2271 64.2437
338.2033 64.2836
338.1711 64.3234
338.1313 64.3626
338.0845 64.4005
338.0314 64.4366
337.9727 64.4704
337.9090 64.5014
337.8411 64.5290
337.7695 64.5527
337.6951 64.5719
337.6184 64.5861
337.5402 64.5949
337.4609 64.5986
337.3806 64.5980
337.2998 64.5942
337.2185 64.5882
337.1372 64.5807
337.0560 64.5729
336.9752 64.5656
336.8951 64.5598
336.8159 64.5565
336.7379 64.5565
336.6614 64.5608
336.5865 64.5704
336.5136 64.5862
336.4431 64.6089
336.3769 64.6372
336.3175 64.6688
336.2675 64.7017
336.2294 64.7336
336.2057 64.7624
336.1990 64.7859
336.2114 64.8022
336.2425 64.8115
336.2906 64.8152
336.3541 64.8145
336.4313 64.8106
336.5206 64.8050
336.6203 64.7987
336.7287 64.7932
336.8441 64.7896
336.9650 64.7893
337.0896 64.7934
337.2158 64.8019
337.3413 64.8142
337.4638 64.8295
337.5809 64.8471
337.6905 64.8664
337.7901 64.8866
337.8774 64.9072
337.9502 64.9274
338.0060 64.9465
338.0427 64.9639
338.0579 64.9788
338.0492 64.9906
338.0145 64.9986
337.9520 65.0022
337.8680 65.0023
337.7725 65.0003
337.6757 64.9978
337.5879 64.9963
337.5193 64.9973
337.4800 65.0023
337.4743 65.0122
337.4980 65.0262
337.5461 65.0440
337.6137 65.0649
337.6959 65.0884
337.7879 65.1139
337.8846 65.1409
337.9812 65.1687
338.0727 65.1968
338.1544 65.2246
338.2211 65.2516
338.2681 65.2772
338.2903 65.3008
338.2846 65.3220
338.2532 65.3407
338.1998 65.3569
338.1280 65.3706
338.0415 65.3817
337.9440 65.3905
337.8391 65.3967
337.7304 65.4005
337.6215 65.4018
337.5162 65.4007
337.4178 65.3971
337.3266 65.3915
337.2416 65.3840
337.1616 65.3752
337.0856 65.3654
337.0123 65.3551
336.9408 65.3446
336.8698 65.3342
336.7982 65.3245
336.7250 65.3158
336.6489 65.3085
336.5689 65.3029
336.4839 65.2996
336.3936 65.2986
336.3000 65.3002
336.2054 65.3042
336.1120 65.3106
336.0221 65.3193
335.9379 65.3304
335.8616 65.3438
335.7956 65.3595
335.7421 65.3775
335.7033 65.3976
335.6810 65.4200
335.6747 65.4443
335.6827 65.4703
335.7037 65.4978
335.7361 65.5266
335.7783 65.5564
335.8290 65.5869
335.8866 65.6179
335.9495 65.6492
336.0164 65.6806
336.0857 65.7117
336.1559 65.7423
336.2255 65.7723
336.2930 65.8013
336.3571 65.8292
336.4177 65.8562
336.4748 65.8827
336.5282 65.9089
336.5780 65.9352
336.6241 65.9618
336.6665 65.9891
336.7051 66.0174
336.7400 66.0469
336.7712 66.0780
336.7985 66.1110
336.8230 66.1455
336.8472 66.1804
336.8738 66.2144
336.9055 66.2462
336.9449 66.2745
336.9947 66.2981
337.0569 66.3158
337.1303 66.3277
337.2122 66.3344
337.3004 66.3363
337.3922 66.3339
337.4853 66.3277
337.5772 66.3181
337.6654 66.3058
337.7476 66.2911
337.8233 66.2743
337.8934 66.2557
337.9590 66.2354
338.0210 66.2137
338.0806 66.1906
