338.1387 66.1665
338.1962 66.1415
338.2544 66.1157
338.3140 66.0895
338.3753 66.0628
338.4368 66.0357
338.4975 66.0083
338.5559 65.9806
338.6107 65.9526
338.6608 65.9244
338.7047 65.8959
338.7411 65.8672
338.7689 65.8383
338.7866 65.8093
338.7933 65.7802
338.7900 65.7507
338.7791 65.7206
338.7634 65.6896
338.7452 65.6574
338.7272 65.6237
338.7118 65.5882
338.7016 65.5506
338.6991 65.5106
338.7065 65.4680
338.7236 65.4237
338.7484 65.3793
338.7794 65.3362
338.8148 65.2960
338.8527 65.2601
338.8916 65.2300
338.9296 65.2072
338.9651 65.1932
338.9962 65.1896
339.0216 65.1975
339.0421 65.2158
339.0591 65.2428
339.0743 65.2767
339.0892 65.3158
339.1054 65.3582
339.1243 65.4021
339.1476 65.4458
339.1768 65.4874
339.2134 65.5253
339.2591 65.5575
339.3152 65.5823
339.3836 65.5980
339.4648 65.6032
339.5539 65.6011
339.6432 65.5965
339.7249 65.5946
339.7913 65.6002
339.8366 65.6173
339.8625 65.6446
339.8723 65.6800
339.8695 65.7213
339.8573 65.7662
339.8392 65.8128
339.8186 65.8586
339.7987 65.9015
339.7830 65.9395
339.7749 65.9701
339.7776 65.9913
339.7947 66.0009
339.8278 65.9978
339.8748 65.9838
339.9332 65.9609
340.0005 65.9312
340.0741 65.8965
340.1515 65.8591
340.2302 65.8209
340.3077 65.7839
340.3813 65.7502
340.4486 65.7219
340.5070 65.7009
340.5539 65.6893
340.5870 65.6891
340.6042 65.7019
340.6080 65.7260
340.6022 65.7590
340.5907 65.7981
340.5773 65.8406
340.5659 65.8840
340.5602 65.9257
340.5643 65.9629
340.5819 65.9930
340.6165 66.0137
340.6678 66.0252
340.7336 66.0293
340.8114 66.0278
340.8988 66.0224
340.9935 66.0149
341.0931 66.0072
341.1953 66.0009
341.2975 65.9978
341.3975 65.9999
341.4932 66.0081
341.5843 66.0215
341.6709 66.0379
341.7531 66.0557
341.8310 66.0730
341.9046 66.0877
341.9741 66.0982
342.0395 66.1024
342.1010 66.0986
342.1590 66.0859
342.2146 66.0660
342.2692 66.0408
342.3241 66.0122
342.3805 65.9824
342.4397 65.9531
342.5031 65.9265
342.5720 65.9045
342.6474 65.8889
342.7286 65.8800
342.8138 65.8774
342.9013 65.8809
342.9894 65.8898
343.0764 65.9039
343.1605 65.9227
343.2400 65.9459
343.3132 65.9729
343.3783 66.0036
343.4337 66.0373
343.4776 66.0738
343.5082 66.1126
343.5256 66.1532
343.5323 66.1948
343.5309 66.2368
343.5243 66.2783
343.5153 66.3186
343.5065 66.3569
343.5008 66.3926
343.5010 66.4248
343.5097 66.4528
343.5298 66.4758
343.5640 66.4932
343.6150 66.5040
343.6822 66.5082
343.7614 66.5060
343.8480 66.4977
343.9375 66.4837
344.0255 66.4644
344.1075 66.4400
344.1789 66.4109
344.2359 66.3775
344.2796 66.3413
344.3149 66.3046
344.3466 66.2693
344.3797 66.2379
344.4190 66.2123
344.4694 66.1949
344.5355 66.1878
344.6174 66.1907
344.7105 66.2015
344.8102 66.2179
344.9117 66.2376
345.0102 66.2581
345.1011 66.2773
345.1797 66.2927
345.2411 66.3020
345.2806 66.3029
345.2939 66.2933
345.2824 66.2731
345.2528 66.2445
345.2117 66.2097
345.1661 66.1708
345.1226 66.1300
345.0880 66.0894
345.0692 66.0513
345.0730 66.0178
345.1058 65.9911
345.1674 65.9712
345.2470 65.9558
345.3334 65.9421
345.4152 65.9273
345.4811 65.9088
345.5206 65.8840
345.5340 65.8529
345.5296 65.8178
345.5161 65.7806
345.5021 65.7436
345.4962 65.7088
345.5068 65.6783
345.5377 65.6530
345.5863 65.6322
345.6496 65.6151
345.7249 65.6009
345.8091 65.5889
345.8993 65.5782
345.9927 65.5682
346.0862 65.5578
346.1770 65.5465
346.2621 65.5334
346.3386 65.5177
346.4037 65.4987
346.4552 65.4757
346.4940 65.4492
346.5215 65.4196
346.5392 65.3873
346.5485 65.3530
346.5508 65.3170
346.5475 65.2798
346.5402 65.2420
346.5302 65.2040
346.5190 65.1663
346.5079 65.1294
346.4985 65.0939
346.4915 65.0598
346.4861 65.0269
346.4812 64.9948
346.4757 64.9629
346.4685 64.9309
346.4586 64.8983
346.4450 64.8647
346.4265 64.8297
346.4020 64.7927
346.3708 64.7538
346.3329 64.7145
346.2887 64.6770
346.2388 64.6434
346.1834 64.6159
346.1231 64.5967
346.0583 64.5878
345.9894 64.5914
345.9178 64.6078
345.8475 64.6318
345.7830 64.6579
345.7284 64.6801
345.6883 64.6929
345.6642 64.6932
345.6536 64.6821
345.6538 64.6611
345.6619 64.6315
345.6751 64.5950
345.6907 64.5528
345.7057 64.5065
345.7174 64.4575
345.7230 64.4072
345.7196 64.3572
345.7044 64.3088
345.6751 64.2635
345.6325 64.2219
345.5785 64.1847
345.5155 64.1522
345.4454 64.1250
345.3705 64.1036
345.2929 64.0885
345.2146 64.0801
345.1379 64.0791
345.0648 64.0858
344.9975 64.1007
344.9372 64.1235
344.8821 64.1498
344.8296 64.1749
344.7770 64.1938
344.7228 64.2033
344.6669 64.2041
344.6096 64.1971
344.5510 64.1831
344.4914 64.1632
344.4310 64.1383
344.3701 64.1094
344.3089 64.0773
344.2475 64.0430
344.1863 64.0075
344.1254 63.9717
344.0651 63.9366
344.0055 63.9030
343.9469 63.8719
343.8890 63.8433
343.8314 63.8170
343.7738 63.7931
343.7157 63.7713
343.6568 63.7516
343.5968 63.7338
343.5352 63.7179
343.4716 63.7037
343.4058 63.6910
343.3374 63.6798
343.2667 63.6698
343.1942 63.6607
343.1203 63.6522
343.0456 63.6439
342.9704 63.6356
342.8953 63.6269
342.8207 63.6176
342.7470 63.6073
342.6748 63.5958
342.6043 63.5829
342.5352 63.5687
342.4674 63.5535
342.4007 63.5373
342.3349 63.5204
342.2698 63.5030
342.2052 63.4851
342.1409 63.4670
342.0768 63.4488
342.0126 63.4308
341.9481 63.4130
341.8832 63.3956
341.8177 63.3788
341.7513 63.3628
341.6839 63.3477
341.6152 63.3337
341.5451 63.3210
341.4735 63.3097
341.4000 63.3000
